Gene stable ID	Human gene stable ID	Human Gene-order conservation score
ENSMUSG00000065968	ENSG00000300510	0
ENSMUSG00000084576	ENSG00000252205	
ENSMUSG00000059632	ENSG00000183640	100
ENSMUSG00000056706	ENSG00000274749	100
ENSMUSG00000091212	ENSG00000182591	100
ENSMUSG00000116870		
ENSMUSG00000116651		
ENSMUSG00000044117	ENSG00000166780	75
ENSMUSG00000077767	ENSG00000208839	
ENSMUSG00000093351		
ENSMUSG00000092879		
ENSMUSG00000113711		
ENSMUSG00000080825		
ENSMUSG00000113625		
ENSMUSG00000076458		
ENSMUSG00000064876	ENSG00000238619	
ENSMUSG00000064876	ENSG00000238493	
ENSMUSG00000021242	ENSG00000119655	100
ENSMUSG00000093039		
ENSMUSG00000073130	ENSG00000166049	100
ENSMUSG00000082554		
ENSMUSG00000082277		
ENSMUSG00000077680		
ENSMUSG00000083536		
ENSMUSG00000024604	ENSG00000086589	100
ENSMUSG00000022820	ENSG00000065518	100
ENSMUSG00000113217		
ENSMUSG00000021241	ENSG00000165898	100
ENSMUSG00000116529		
ENSMUSG00000060657	ENSG00000166783	100
ENSMUSG00000077199	ENSG00000274998	
ENSMUSG00000093122		
ENSMUSG00000080331		
ENSMUSG00002076103		
ENSMUSG00000084713		
ENSMUSG00000065450	ENSG00000199001	
ENSMUSG00000094759	ENSG00000139351	0
ENSMUSG00000035133	ENSG00000100852	100
ENSMUSG00000033361	ENSG00000130032	100
ENSMUSG00000024302	ENSG00000134769	100
ENSMUSG00000119273	ENSG00000202337	
ENSMUSG00000119273	ENSG00000201654	
ENSMUSG00000119013	ENSG00000202337	
ENSMUSG00000119013	ENSG00000201654	
ENSMUSG00000061603	ENSG00000151320	100
ENSMUSG00000046449	ENSG00000050030	50
ENSMUSG00002076089		
ENSMUSG00000076286		
ENSMUSG00000070074	ENSG00000283736	
ENSMUSG00000053593	ENSG00000147378	75
ENSMUSG00000022816	ENSG00000163430	100
ENSMUSG00000031289	ENSG00000123496	75
ENSMUSG00000024878	ENSG00000147996	25
ENSMUSG00000024878	ENSG00000196873	50
ENSMUSG00000024878	ENSG00000215126	0
ENSMUSG00000112251		
ENSMUSG00000119139		
ENSMUSG00000021010	ENSG00000151322	100
ENSMUSG00000108763	ENSG00000026950	0
ENSMUSG00002075418		
ENSMUSG00000034158	ENSG00000163428	100
ENSMUSG00000083405		
ENSMUSG00000046961	ENSG00000175697	100
ENSMUSG00000065188		
ENSMUSG00000005864	ENSG00000183862	75
ENSMUSG00000022812	ENSG00000082701	100
ENSMUSG00000035105	ENSG00000129521	100
ENSMUSG00000119558		
ENSMUSG00002075381	ENSG00000207468	
ENSMUSG00000025076	ENSG00000165806	100
ENSMUSG00000064605		
ENSMUSG00002076688	ENSG00000200903	
ENSMUSG00000112204		
ENSMUSG00000114047		
ENSMUSG00000033343	ENSG00000124260	0
ENSMUSG00000002020	ENSG00000119681	100
ENSMUSG00000114356		
ENSMUSG00000031333	ENSG00000131269	100
ENSMUSG00000052085	ENSG00000107099	75
ENSMUSG00002076470	ENSG00000274998	
ENSMUSG00000119029		
ENSMUSG00000022678	ENSG00000072864	100
ENSMUSG00000083327		
ENSMUSG00000082996		
ENSMUSG00000073016	ENSG00000094841	100
ENSMUSG00000031340	ENSG00000102287	75
ENSMUSG00000065542		
ENSMUSG00000070138		
ENSMUSG00000043453	ENSG00000124260	50
ENSMUSG00000033906	ENSG00000102383	100
ENSMUSG00000114088		
ENSMUSG00000024277	ENSG00000166974	100
ENSMUSG00000065634		
ENSMUSG00000089171		
ENSMUSG00000032702	ENSG00000107104	100
ENSMUSG00000083049		
ENSMUSG00000031224	ENSG00000186675	100
ENSMUSG00000081703		
ENSMUSG00000088960		
ENSMUSG00000087491		
ENSMUSG00000031343	ENSG00000011677	100
ENSMUSG00000118238		
ENSMUSG00000064843		
ENSMUSG00000117720		
ENSMUSG00000002489	ENSG00000156299	100
ENSMUSG00000113079		
ENSMUSG00000024837	ENSG00000137090	100
ENSMUSG00000092006		
ENSMUSG00000017843	ENSG00000078304	100
ENSMUSG00000042372	ENSG00000064218	100
ENSMUSG00000098607		
ENSMUSG00000089290	ENSG00000252713	
ENSMUSG00000081471		
ENSMUSG00000117504		
ENSMUSG00000076455		
ENSMUSG00000077847	ENSG00000207957	
ENSMUSG00000077847	ENSG00000207818	
ENSMUSG00000117405		
ENSMUSG00000073247	ENSG00000139351	0
ENSMUSG00000048138	ENSG00000173253	100
ENSMUSG00000024276	ENSG00000186812	100
ENSMUSG00000098105		
ENSMUSG00000084589	ENSG00000272160	
ENSMUSG00000118005		
ENSMUSG00000063281		
ENSMUSG00000117707		
ENSMUSG00000117803		
ENSMUSG00000025078	ENSG00000196865	100
ENSMUSG00000051469	ENSG00000172466	100
ENSMUSG00000115415		
ENSMUSG00000115205		
ENSMUSG00000068114	ENSG00000100147	100
ENSMUSG00000117500		
ENSMUSG00000047989	ENSG00000153391	100
ENSMUSG00000114682		
ENSMUSG00000035283	ENSG00000043591	100
ENSMUSG00000035173	ENSG00000165813	100
ENSMUSG00000086757		
ENSMUSG00000095899		
ENSMUSG00000085000		
ENSMUSG00000073245	ENSG00000139351	0
ENSMUSG00000000420	ENSG00000141429	100
ENSMUSG00000022155	ENSG00000171495	100
ENSMUSG00000031290	ENSG00000130224	50
ENSMUSG00000117729		
ENSMUSG00000024855	ENSG00000175115	100
ENSMUSG00000113702		
ENSMUSG00000113662		
ENSMUSG00000042350	ENSG00000119682	100
ENSMUSG00000116536		
ENSMUSG00000116553		
ENSMUSG00000116829		
ENSMUSG00000022982	ENSG00000142168	100
ENSMUSG00000091363		
ENSMUSG00000065532	ENSG00000207797	
ENSMUSG00000024273	ENSG00000141428	100
ENSMUSG00000022983	ENSG00000156304	100
ENSMUSG00000079105	ENSG00000112936	100
ENSMUSG00000040446	ENSG00000141425	100
ENSMUSG00000065714	ENSG00000206983	
ENSMUSG00000080720		
ENSMUSG00000041849	ENSG00000132357	100
ENSMUSG00000041841	ENSG00000145592	100
ENSMUSG00000024619	ENSG00000113722	100
ENSMUSG00000024269	ENSG00000134779	100
ENSMUSG00000077737	ENSG00000212296	
ENSMUSG00000068706		
ENSMUSG00000050697	ENSG00000132356	75
ENSMUSG00002076406		
ENSMUSG00000118104		
ENSMUSG00000024853	ENSG00000087365	100
ENSMUSG00000031226	ENSG00000102390	100
ENSMUSG00000033871	ENSG00000155846	100
ENSMUSG00000022463	ENSG00000198911	100
ENSMUSG00000079645		
ENSMUSG00000018707	ENSG00000197102	100
ENSMUSG00000116849		
ENSMUSG00000053414	ENSG00000142149	100
ENSMUSG00000031227	ENSG00000198934	100
ENSMUSG00000082245		
ENSMUSG00000083889		
ENSMUSG00000085791		
ENSMUSG00000083744		
ENSMUSG00000065499		
ENSMUSG00000065425		
ENSMUSG00000082464		
ENSMUSG00000084376		
ENSMUSG00000082275		
ENSMUSG00000031230	ENSG00000196468	100
ENSMUSG00000094885		
ENSMUSG00002075787	ENSG00000264534	
ENSMUSG00002075787	ENSG00000284288	
ENSMUSG00000105200	ENSG00000199047	
ENSMUSG00000118286		
ENSMUSG00000089908		
ENSMUSG00000024268	ENSG00000101489	100
ENSMUSG00000046119		
ENSMUSG00000064471		
ENSMUSG00000116591		
ENSMUSG00000022978	ENSG00000159055	100
ENSMUSG00000047658	ENSG00000175229	100
ENSMUSG00000118009		
ENSMUSG00000117807		
ENSMUSG00000038498	ENSG00000175294	100
ENSMUSG00000039956	ENSG00000170262	100
ENSMUSG00000022369	ENSG00000172167	100
ENSMUSG00000031229	ENSG00000085224	100
ENSMUSG00000090327		
ENSMUSG00000039929	ENSG00000142207	100
ENSMUSG00000056508		
ENSMUSG00000024846	ENSG00000175315	100
ENSMUSG00000118610		
ENSMUSG00002075089		
ENSMUSG00000025081	ENSG00000095627	100
ENSMUSG00000021243	ENSG00000119616	100
ENSMUSG00000021270	ENSG00000080824	100
ENSMUSG00000018830	ENSG00000133392	100
ENSMUSG00000114306		
ENSMUSG00002074964		
ENSMUSG00000114511		
ENSMUSG00000116226		
ENSMUSG00000087121		
ENSMUSG00000065465	ENSG00000207932	
ENSMUSG00000088098		
ENSMUSG00000096883	ENSG00000234965	100
ENSMUSG00000117516		
ENSMUSG00000117346		
ENSMUSG00000020593	ENSG00000134324	100
ENSMUSG00000117646		
ENSMUSG00000046636		
ENSMUSG00000060429	ENSG00000172164	100
ENSMUSG00000117529		
ENSMUSG00000117416		
ENSMUSG00000087940		
ENSMUSG00000117449		
ENSMUSG00000117348		
ENSMUSG00000117550		
ENSMUSG00000117638		
ENSMUSG00000117626		
ENSMUSG00000033628	ENSG00000078142	100
ENSMUSG00000115150		
ENSMUSG00000115651		
ENSMUSG00000115187		
ENSMUSG00000114969		
ENSMUSG00000022151	ENSG00000113638	100
ENSMUSG00000113934		
ENSMUSG00000084678	ENSG00000222440	
ENSMUSG00000084678	ENSG00000252468	
ENSMUSG00000065256	ENSG00000207201	
ENSMUSG00000079965		
ENSMUSG00000052075		
ENSMUSG00000084575	ENSG00000222844	
ENSMUSG00000041353	ENSG00000179304	0
ENSMUSG00000041353	ENSG00000268350	0
ENSMUSG00000115064		
ENSMUSG00000022367	ENSG00000170961	100
ENSMUSG00000113753		
ENSMUSG00000113405		
ENSMUSG00000113469		
ENSMUSG00000033063	ENSG00000154529	25
ENSMUSG00000033063	ENSG00000106714	25
ENSMUSG00000033063	ENSG00000283378	0
ENSMUSG00000039942	ENSG00000171522	100
ENSMUSG00000084024		
ENSMUSG00000115493		
ENSMUSG00000115748		
ENSMUSG00000047094		
ENSMUSG00000115172		
ENSMUSG00000114998		
ENSMUSG00000119342		
ENSMUSG00000114992		
ENSMUSG00000082974		
ENSMUSG00000115116		
ENSMUSG00000031232	ENSG00000102158	100
ENSMUSG00000115185		
ENSMUSG00002076871		
ENSMUSG00000115106		
ENSMUSG00000115342		
ENSMUSG00000115093		
ENSMUSG00000118903		
ENSMUSG00000022366		
ENSMUSG00000041817	ENSG00000198780	100
ENSMUSG00000024844	ENSG00000175334	100
ENSMUSG00000115226		
ENSMUSG00000115117		
ENSMUSG00000115629		
ENSMUSG00000071757	ENSG00000178764	100
ENSMUSG00000047807		
ENSMUSG00000024841	ENSG00000175376	100
ENSMUSG00000022365	ENSG00000136986	100
ENSMUSG00000025082	ENSG00000165816	100
ENSMUSG00000022364	ENSG00000156787	100
ENSMUSG00000114248		
ENSMUSG00000114215		
ENSMUSG00000114198		
ENSMUSG00000057762	ENSG00000102007	0
ENSMUSG00000114322		
ENSMUSG00000060739	ENSG00000164346	100
ENSMUSG00000117345		
ENSMUSG00000117419		
ENSMUSG00000091785		
ENSMUSG00000022677	ENSG00000133393	75
ENSMUSG00000088126		
ENSMUSG00000055771		
ENSMUSG00000117526		
ENSMUSG00000057455	ENSG00000152214	75
ENSMUSG00000021359	ENSG00000137203	100
ENSMUSG00000031231		
ENSMUSG00000024578	ENSG00000127743	100
ENSMUSG00000085612		
ENSMUSG00000025269	ENSG00000169188	75
ENSMUSG00000116025		
ENSMUSG00000039903	ENSG00000166979	100
ENSMUSG00000024579	ENSG00000145882	100
ENSMUSG00000039148	ENSG00000175467	100
ENSMUSG00000024580	ENSG00000164284	100
ENSMUSG00000033032	ENSG00000157510	100
ENSMUSG00000037106	ENSG00000214814	100
ENSMUSG00002075732	ENSG00000223202	
ENSMUSG00000093677		
ENSMUSG00000062373	ENSG00000164983	100
ENSMUSG00000114936		
ENSMUSG00000097752		
ENSMUSG00000113551		
ENSMUSG00000039330	ENSG00000175513	100
ENSMUSG00000113301		
ENSMUSG00000116543		
ENSMUSG00000113911		
ENSMUSG00000113388		
ENSMUSG00000113207		
ENSMUSG00000083226		
ENSMUSG00000114065		
ENSMUSG00000116836		
ENSMUSG00000022972	ENSG00000159079	100
ENSMUSG00000041138	ENSG00000086288	100
ENSMUSG00000065049		
ENSMUSG00000025270	ENSG00000158578	75
ENSMUSG00000061490		
ENSMUSG00000051133		
ENSMUSG00000037085	ENSG00000183665	100
ENSMUSG00000024914	ENSG00000175550	100
ENSMUSG00000037075	ENSG00000170881	100
ENSMUSG00000032735	ENSG00000173210	100
ENSMUSG00000115463		
ENSMUSG00000022150	ENSG00000153071	75
ENSMUSG00000037957	ENSG00000140153	100
ENSMUSG00000022790	ENSG00000144847	100
ENSMUSG00000020591	ENSG00000169006	100
ENSMUSG00000116573		
ENSMUSG00002076331		
ENSMUSG00000116679		
ENSMUSG00000099172		
ENSMUSG00000116400		
ENSMUSG00000033792	ENSG00000165240	100
ENSMUSG00000118928		
ENSMUSG00000068617	ENSG00000034239	75
ENSMUSG00000021244	ENSG00000119596	100
ENSMUSG00000047423	ENSG00000175573	100
ENSMUSG00002076078		
ENSMUSG00000117771		
ENSMUSG00000104035		
ENSMUSG00000024912	ENSG00000175592	100
ENSMUSG00000113709		
ENSMUSG00000045629	ENSG00000169247	100
ENSMUSG00000113618		
ENSMUSG00000047462		
ENSMUSG00000063905		
ENSMUSG00000113008		
ENSMUSG00000113661		
ENSMUSG00000113482		
ENSMUSG00000113381		
ENSMUSG00000113118		
ENSMUSG00000095098	ENSG00000175602	100
ENSMUSG00000053101	ENSG00000187037	100
ENSMUSG00000025083	ENSG00000169129	100
ENSMUSG00000116317		
ENSMUSG00000069315		
ENSMUSG00000116213		
ENSMUSG00000080704		
ENSMUSG00000113542		
ENSMUSG00000116423		
ENSMUSG00000113641		
ENSMUSG00000113461		
ENSMUSG00000113513		
ENSMUSG00000022973	ENSG00000159082	100
ENSMUSG00000117836		
ENSMUSG00000113712		
ENSMUSG00000114226		
ENSMUSG00000114314		
ENSMUSG00000117784		
ENSMUSG00000114793		
ENSMUSG00000071294		
ENSMUSG00000021322	ENSG00000136250	50
ENSMUSG00000045730	ENSG00000169252	100
ENSMUSG00000024400	ENSG00000136709	100
ENSMUSG00000056458	ENSG00000080823	100
ENSMUSG00000033777		
ENSMUSG00000081081		
ENSMUSG00000062070	ENSG00000102144	100
ENSMUSG00000114489		
ENSMUSG00000095847		
ENSMUSG00000114070		
ENSMUSG00000114374		
ENSMUSG00000042320	ENSG00000119608	100
ENSMUSG00002076378		
ENSMUSG00000042869		
ENSMUSG00000047242	ENSG00000187325	100
ENSMUSG00000021666	ENSG00000164347	100
ENSMUSG00000102935		
ENSMUSG00000113693		
ENSMUSG00000021271	ENSG00000022976	100
ENSMUSG00000091498		
ENSMUSG00000112449	ENSG00000100883	50
ENSMUSG00000079641	ENSG00000198918	75
ENSMUSG00000044982	ENSG00000173349	100
ENSMUSG00002076943		
ENSMUSG00000085279		
ENSMUSG00000026322	ENSG00000164270	75
ENSMUSG00000022674	ENSG00000169139	100
ENSMUSG00000065642		
ENSMUSG00000073012		
ENSMUSG00000116386		
ENSMUSG00000116140		
ENSMUSG00000022673	ENSG00000104738	100
ENSMUSG00000024911	ENSG00000172500	100
ENSMUSG00000094103	ENSG00000151327	75
ENSMUSG00000024395	ENSG00000072163	100
ENSMUSG00000082618		
ENSMUSG00000087321		
ENSMUSG00000081289		
ENSMUSG00000083814		
ENSMUSG00000110313		
ENSMUSG00000114160		
ENSMUSG00000119174		
ENSMUSG00000005705	ENSG00000159723	100
ENSMUSG00000084219		
ENSMUSG00000021276	ENSG00000100865	100
ENSMUSG00000036572	ENSG00000125351	50
ENSMUSG00000110686		
ENSMUSG00000038604	ENSG00000039523	100
ENSMUSG00000022974	ENSG00000159086	100
ENSMUSG00000024910	ENSG00000172543	100
ENSMUSG00000052229	ENSG00000144230	100
ENSMUSG00000024388	ENSG00000169994	75
ENSMUSG00000081778		
ENSMUSG00000115400		
ENSMUSG00000115714		
ENSMUSG00000089130		
ENSMUSG00000115052		
ENSMUSG00000119804		
ENSMUSG00000088538		
ENSMUSG00000115598		
ENSMUSG00000021938	ENSG00000121390	50
ENSMUSG00000016409	ENSG00000101882	50
ENSMUSG00000115132		
ENSMUSG00000004789	ENSG00000119689	100
ENSMUSG00000050891	ENSG00000147687	100
ENSMUSG00000089432		
ENSMUSG00000102593		
ENSMUSG00000005698	ENSG00000102974	100
ENSMUSG00000024909	ENSG00000172638	100
ENSMUSG00000036551	ENSG00000186471	75
ENSMUSG00000016427	ENSG00000125356	75
ENSMUSG00000094250		
ENSMUSG00000080021		
ENSMUSG00000036537	ENSG00000125352	50
ENSMUSG00000055639	ENSG00000276644	100
ENSMUSG00000031618	ENSG00000151623	75
ENSMUSG00000073243		
ENSMUSG00000071773		
ENSMUSG00000085398		
ENSMUSG00000051827		
ENSMUSG00000039851	ENSG00000205929	100
ENSMUSG00000085300		
ENSMUSG00000024384	ENSG00000163166	100
ENSMUSG00000022708	ENSG00000181722	100
ENSMUSG00000033737		
ENSMUSG00000022354	ENSG00000147684	100
ENSMUSG00000022149	ENSG00000113600	100
ENSMUSG00000079108	ENSG00000100883	75
ENSMUSG00000089309		
ENSMUSG00000088942		
ENSMUSG00000050357	ENSG00000159753	100
ENSMUSG00000089549		
ENSMUSG00002076063	ENSG00000222617	
ENSMUSG00000086133		
ENSMUSG00000089425		
ENSMUSG00000022148	ENSG00000082074	100
ENSMUSG00000115218		
ENSMUSG00000115486		
ENSMUSG00000113385		
ENSMUSG00000119462		
ENSMUSG00000098059		
ENSMUSG00000112368		
ENSMUSG00000040123	ENSG00000132950	100
ENSMUSG00000036523	ENSG00000196208	100
ENSMUSG00000024386		
ENSMUSG00002076096		
ENSMUSG00000052821	ENSG00000173198	100
ENSMUSG00000071772		
ENSMUSG00000031592	ENSG00000078674	75
ENSMUSG00000024906	ENSG00000172732	75
ENSMUSG00000079639		
ENSMUSG00000021665	ENSG00000049860	100
ENSMUSG00000114420		
ENSMUSG00000077685		
ENSMUSG00002076741		
ENSMUSG00000088180		
ENSMUSG00000114500		
ENSMUSG00000037572	ENSG00000198554	100
ENSMUSG00000117606		
ENSMUSG00000073010		
ENSMUSG00000024383	ENSG00000169967	100
ENSMUSG00000064553		
ENSMUSG00000082174		
ENSMUSG00000083432		
ENSMUSG00000081395		
ENSMUSG00000083595		
ENSMUSG00000065733	ENSG00000200366	
ENSMUSG00000065733	ENSG00000200189	
ENSMUSG00002076607		
ENSMUSG00000083063		
ENSMUSG00000095601		
ENSMUSG00000022353	ENSG00000170873	100
ENSMUSG00000082939		
ENSMUSG00000055341	ENSG00000105750	0
ENSMUSG00000055341	ENSG00000197472	0
ENSMUSG00000055341	ENSG00000172687	0
ENSMUSG00000055341	ENSG00000234444	0
ENSMUSG00000055341	ENSG00000214652	0
ENSMUSG00000055341	ENSG00000181450	0
ENSMUSG00000055341	ENSG00000197124	0
ENSMUSG00000055341	ENSG00000196172	25
ENSMUSG00000055341	ENSG00000196081	25
ENSMUSG00000080841		
ENSMUSG00000094945		
ENSMUSG00000114863		
ENSMUSG00000047686	ENSG00000179300	100
ENSMUSG00000057842	ENSG00000105750	0
ENSMUSG00000057842	ENSG00000197472	0
ENSMUSG00000057842	ENSG00000172687	0
ENSMUSG00000057842	ENSG00000234444	0
ENSMUSG00000057842	ENSG00000214652	0
ENSMUSG00000057842	ENSG00000181450	0
ENSMUSG00000057842	ENSG00000197124	0
ENSMUSG00000057842	ENSG00000196172	25
ENSMUSG00000057842	ENSG00000196081	25
ENSMUSG00000079638		
ENSMUSG00000024382	ENSG00000163161	100
ENSMUSG00000084056		
ENSMUSG00000049929	ENSG00000147145	100
ENSMUSG00000098781		
ENSMUSG00000071771		
ENSMUSG00000021366	ENSG00000095951	100
ENSMUSG00000050921	ENSG00000078589	100
ENSMUSG00000081824		
ENSMUSG00000118809		
ENSMUSG00000083827		
ENSMUSG00000102967		
ENSMUSG00000082570		
ENSMUSG00000055370		
ENSMUSG00000117966		
ENSMUSG00000079637		
ENSMUSG00000085499		
ENSMUSG00000056185	ENSG00000172803	100
ENSMUSG00000076372		
ENSMUSG00000071552	ENSG00000181847	100
ENSMUSG00000021367	ENSG00000078401	100
ENSMUSG00000021022	ENSG00000092020	100
ENSMUSG00000116565		
ENSMUSG00000022672	ENSG00000253729	100
ENSMUSG00002075437		
ENSMUSG00000054293		
ENSMUSG00000113619		
ENSMUSG00000109238	ENSG00000237524	75
ENSMUSG00000024135	ENSG00000068784	100
ENSMUSG00000067547		
ENSMUSG00000113000		
ENSMUSG00000115062		
ENSMUSG00000113367		
ENSMUSG00002076214		
ENSMUSG00000041852	ENSG00000100207	100
ENSMUSG00000108896		
ENSMUSG00000090523	ENSG00000136732	50
ENSMUSG00000021662	ENSG00000214944	100
ENSMUSG00002074932		
ENSMUSG00000019235	ENSG00000198208	100
ENSMUSG00000087715		
ENSMUSG00000024379	ENSG00000145777	50
ENSMUSG00000082630		
ENSMUSG00000080898		
ENSMUSG00000079636		
ENSMUSG00000119098		
ENSMUSG00000038299	ENSG00000134987	50
ENSMUSG00000079635		
ENSMUSG00000100937	ENSG00000185115	0
ENSMUSG00000095698		
ENSMUSG00000024922	ENSG00000172818	75
ENSMUSG00000092751		
ENSMUSG00000050310	ENSG00000164327	100
ENSMUSG00000119329	ENSG00000252473	
ENSMUSG00000079633		
ENSMUSG00000115849		
ENSMUSG00000084648	ENSG00000212545	
ENSMUSG00000084648	ENSG00000206745	
ENSMUSG00000084648	ENSG00000207492	
ENSMUSG00000115097		
ENSMUSG00000048379	ENSG00000180008	100
ENSMUSG00000004791	ENSG00000119630	100
ENSMUSG00000049562	ENSG00000254470	75
ENSMUSG00000073008	ENSG00000147138	100
ENSMUSG00000038000	ENSG00000102977	100
ENSMUSG00000114977		
ENSMUSG00000021945	ENSG00000121741	100
ENSMUSG00000024925	ENSG00000172922	100
ENSMUSG00000071267	ENSG00000196378	0
ENSMUSG00000053347	ENSG00000196378	0
ENSMUSG00000113681		
ENSMUSG00000021275	ENSG00000196663	100
ENSMUSG00000086004		
ENSMUSG00000099397		
ENSMUSG00000117025		
ENSMUSG00000040775		
ENSMUSG00000092147		
ENSMUSG00000063383	ENSG00000196378	0
ENSMUSG00000080939		
ENSMUSG00000081131		
ENSMUSG00000080758		
ENSMUSG00000024921	ENSG00000080503	100
ENSMUSG00000096788		
ENSMUSG00000117252		
ENSMUSG00000096433	ENSG00000196378	0
ENSMUSG00000117284	ENSG00000196378	0
ENSMUSG00000114965		
ENSMUSG00000117164		
ENSMUSG00000033972	ENSG00000196378	0
ENSMUSG00000021840	ENSG00000168175	100
ENSMUSG00000031239	ENSG00000078596	100
ENSMUSG00000044501		
ENSMUSG00000098252		
ENSMUSG00000038128	ENSG00000152495	100
ENSMUSG00000115082		
ENSMUSG00000082172		
ENSMUSG00000115728		
ENSMUSG00000059626		
ENSMUSG00000050335	ENSG00000131981	100
ENSMUSG00000031591	ENSG00000104763	50
ENSMUSG00000099798		
ENSMUSG00000071266	ENSG00000196378	0
ENSMUSG00000071770		
ENSMUSG00002075498	ENSG00000251813	
ENSMUSG00002075498	ENSG00000252933	
ENSMUSG00000024378	ENSG00000164211	100
ENSMUSG00000117058		
ENSMUSG00000037689	ENSG00000284701	100
ENSMUSG00000095741		
ENSMUSG00000117094		
ENSMUSG00000117259		
ENSMUSG00000053375	ENSG00000250565	100
ENSMUSG00000095510		
ENSMUSG00000004788	ENSG00000119718	100
ENSMUSG00000024143	ENSG00000119729	100
ENSMUSG00000117730		
ENSMUSG00000079630		
ENSMUSG00000042834	ENSG00000134986	100
ENSMUSG00000080933		
ENSMUSG00000095093		
ENSMUSG00000080241		
ENSMUSG00000119532	ENSG00000252473	
ENSMUSG00000079629		
ENSMUSG00002075974		
ENSMUSG00000112045		
ENSMUSG00000112072		
ENSMUSG00000111882		
ENSMUSG00000098179		
ENSMUSG00000112389		
ENSMUSG00000021023	ENSG00000100890	100
ENSMUSG00000022064	ENSG00000083535	100
ENSMUSG00000087651	ENSG00000235162	100
ENSMUSG00000118292		
ENSMUSG00000117689		
ENSMUSG00000031241	ENSG00000122145	100
ENSMUSG00000092819		
ENSMUSG00000024376	ENSG00000129595	100
ENSMUSG00000117628		
ENSMUSG00000024145	ENSG00000151665	100
ENSMUSG00000022705	ENSG00000151577	100
ENSMUSG00000005699	ENSG00000102981	100
ENSMUSG00000112675		
ENSMUSG00000112077		
ENSMUSG00000112133		
ENSMUSG00000111699		
ENSMUSG00000111049		
ENSMUSG00000104317		
ENSMUSG00000039031	ENSG00000146376	100
ENSMUSG00000102846		
ENSMUSG00000037531	ENSG00000136522	100
ENSMUSG00000024146	ENSG00000119878	100
ENSMUSG00000059586	ENSG00000156831	100
ENSMUSG00000089269	ENSG00000201805	
ENSMUSG00000047676		
ENSMUSG00000105779		
ENSMUSG00000094921		
ENSMUSG00000092830		
ENSMUSG00000105425		
ENSMUSG00000104816		
ENSMUSG00000105401		
ENSMUSG00000039167	ENSG00000162618	100
ENSMUSG00000116118		
ENSMUSG00000022671	ENSG00000173272	0
ENSMUSG00000022671	ENSG00000152082	0
ENSMUSG00000031590	ENSG00000109536	50
ENSMUSG00000031590	ENSG00000273748	0
ENSMUSG00000112804		
ENSMUSG00000087736		
ENSMUSG00000071035		
ENSMUSG00002074987	ENSG00000238363	
ENSMUSG00000098210		
ENSMUSG00000020171	ENSG00000127337	100
ENSMUSG00000037104	ENSG00000171150	100
ENSMUSG00000116102		
ENSMUSG00000071637	ENSG00000221869	50
ENSMUSG00000041974	ENSG00000164808	50
ENSMUSG00000032501	ENSG00000173334	75
ENSMUSG00000098149		
ENSMUSG00002075652		
ENSMUSG00000059142	ENSG00000196378	0
ENSMUSG00000094568		
ENSMUSG00000079628		
ENSMUSG00000100172		
ENSMUSG00000108069		
ENSMUSG00000007817	ENSG00000108175	100
ENSMUSG00000095057		
ENSMUSG00000053038		
ENSMUSG00000115010		
ENSMUSG00000054728	ENSG00000112137	100
ENSMUSG00000013155	ENSG00000124074	100
ENSMUSG00000058099	ENSG00000235568	75
ENSMUSG00000088501		
ENSMUSG00000112462		
ENSMUSG00000077263		
ENSMUSG00000119457		
ENSMUSG00000020177	ENSG00000090382	100
ENSMUSG00000031242		
ENSMUSG00000041482	ENSG00000154864	50
ENSMUSG00000027673	ENSG00000136521	100
ENSMUSG00002075771	ENSG00000200969	
ENSMUSG00000088312	ENSG00000207225	
ENSMUSG00000088312	ENSG00000200622	
ENSMUSG00000109987		
ENSMUSG00000021245	ENSG00000119684	100
ENSMUSG00000109627		
ENSMUSG00000117002		
ENSMUSG00000013158	ENSG00000159761	100
ENSMUSG00000117141		
ENSMUSG00000090355		
ENSMUSG00000092111		
ENSMUSG00000069516		
ENSMUSG00000071769		
ENSMUSG00000037148	ENSG00000071205	100
ENSMUSG00000094752		
ENSMUSG00000093433		
ENSMUSG00000024150	ENSG00000180398	100
ENSMUSG00000069515		
ENSMUSG00000064697	ENSG00000252473	
ENSMUSG00000079627		
ENSMUSG00000019899	ENSG00000196569	100
ENSMUSG00000106388		
ENSMUSG00000081195		
ENSMUSG00000073007	ENSG00000174016	100
ENSMUSG00000030131	ENSG00000160111	0
ENSMUSG00000030131	ENSG00000126838	75
ENSMUSG00000118687		
ENSMUSG00000054414	ENSG00000162695	100
ENSMUSG00002076768		
ENSMUSG00000116385		
ENSMUSG00000041957	ENSG00000057294	50
ENSMUSG00000073006		
ENSMUSG00000081807		
ENSMUSG00000063663	ENSG00000165288	100
ENSMUSG00000002617		
ENSMUSG00000028037	ENSG00000137965	100
ENSMUSG00000098263		
ENSMUSG00000113568		
ENSMUSG00000008822		
ENSMUSG00000115882		
ENSMUSG00000022792	ENSG00000139131	75
ENSMUSG00000108208		
ENSMUSG00000106248		
ENSMUSG00000093493		
ENSMUSG00000093849		
ENSMUSG00000105464		
ENSMUSG00000091945		
ENSMUSG00000071750		
ENSMUSG00000104883		
ENSMUSG00000071749	ENSG00000283599	0
ENSMUSG00000071749	ENSG00000215115	0
ENSMUSG00000071749	ENSG00000215113	0
ENSMUSG00000045064	ENSG00000119703	100
