Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene type
ENSMUSG00000005686	ENSMUSG00000005686.18	ENSMUST00000106686	ENSMUST00000106686.2	protein_coding
ENSMUSG00000005686	ENSMUSG00000005686.18	ENSMUST00000143786	ENSMUST00000143786.2	protein_coding
ENSMUSG00000005686	ENSMUSG00000005686.18	ENSMUST00000147587	ENSMUST00000147587.2	protein_coding
ENSMUSG00000005686	ENSMUSG00000005686.18	ENSMUST00000148292	ENSMUST00000148292.2	protein_coding
ENSMUSG00000027863	ENSMUSG00000027863.9	ENSMUST00000029456	ENSMUST00000029456.5	protein_coding
ENSMUSG00000027863	ENSMUSG00000027863.9	ENSMUST00000156103	ENSMUST00000156103.2	protein_coding
ENSMUSG00000027863	ENSMUSG00000027863.9	ENSMUST00000152321	ENSMUST00000152321.2	protein_coding
ENSMUSG00000027018	ENSMUSG00000027018.12	ENSMUST00000112122	ENSMUST00000112122.9	protein_coding
ENSMUSG00000027018	ENSMUSG00000027018.12	ENSMUST00000144888	ENSMUST00000144888.2	protein_coding
ENSMUSG00000027018	ENSMUSG00000027018.12	ENSMUST00000145147	ENSMUST00000145147.2	protein_coding
ENSMUSG00000027018	ENSMUSG00000027018.12	ENSMUST00000028408	ENSMUST00000028408.3	protein_coding
ENSMUSG00000025389	ENSMUSG00000025389.8	ENSMUST00000026455	ENSMUST00000026455.8	protein_coding
ENSMUSG00000019917	ENSMUSG00000019917.11	ENSMUST00000220156	ENSMUST00000220156.2	protein_coding
ENSMUSG00000019917	ENSMUSG00000019917.11	ENSMUST00000165971	ENSMUST00000165971.3	protein_coding
ENSMUSG00000019917	ENSMUSG00000019917.11	ENSMUST00000218171	ENSMUST00000218171.2	protein_coding
ENSMUSG00000011256	ENSMUSG00000011256.17	ENSMUST00000011400	ENSMUST00000011400.8	protein_coding
ENSMUSG00000011256	ENSMUSG00000011256.17	ENSMUST00000151565	ENSMUST00000151565.8	protein_coding
ENSMUSG00000011256	ENSMUSG00000011256.17	ENSMUST00000153410	ENSMUST00000153410.2	protein_coding
ENSMUSG00000011256	ENSMUSG00000011256.17	ENSMUST00000137014	ENSMUST00000137014.2	protein_coding
ENSMUSG00000026728	ENSMUSG00000026728.10	ENSMUST00000141365	ENSMUST00000141365.3	protein_coding
ENSMUSG00000026728	ENSMUSG00000026728.10	ENSMUST00000028062	ENSMUST00000028062.8	protein_coding
ENSMUSG00000026728	ENSMUSG00000026728.10	ENSMUST00000193675	ENSMUST00000193675.2	protein_coding
ENSMUSG00000026728	ENSMUSG00000026728.10	ENSMUST00000155605	ENSMUST00000155605.2	protein_coding
ENSMUSG00000026728	ENSMUSG00000026728.10	ENSMUST00000191615	ENSMUST00000191615.2	protein_coding
ENSMUSG00000026728	ENSMUSG00000026728.10	ENSMUST00000148248	ENSMUST00000148248.3	protein_coding
ENSMUSG00000019906	ENSMUSG00000019906.16	ENSMUST00000020057	ENSMUST00000020057.16	protein_coding
ENSMUSG00000019906	ENSMUSG00000019906.16	ENSMUST00000105280	ENSMUST00000105280.5	protein_coding
ENSMUSG00000019906	ENSMUSG00000019906.16	ENSMUST00000218031	ENSMUST00000218031.2	protein_coding
ENSMUSG00000015533	ENSMUSG00000015533.10	ENSMUST00000056117	ENSMUST00000056117.10	protein_coding
ENSMUSG00000015533	ENSMUSG00000015533.10	ENSMUST00000224204	ENSMUST00000224204.2	protein_coding
ENSMUSG00000000435	ENSMUSG00000000435.2	ENSMUST00000000445	ENSMUST00000000445.2	protein_coding
ENSMUSG00000020411	ENSMUSG00000020411.3	ENSMUST00000020679	ENSMUST00000020679.3	protein_coding
ENSMUSG00000019303	ENSMUSG00000019303.15	ENSMUST00000019447	ENSMUST00000019447.15	protein_coding
ENSMUSG00000019303	ENSMUSG00000019303.15	ENSMUST00000126386	ENSMUST00000126386.8	protein_coding
ENSMUSG00000019303	ENSMUSG00000019303.15	ENSMUST00000134520	ENSMUST00000134520.8	protein_coding
ENSMUSG00000019303	ENSMUSG00000019303.15	ENSMUST00000142545	ENSMUST00000142545.2	protein_coding
ENSMUSG00000023882	ENSMUSG00000023882.16	ENSMUST00000165230	ENSMUST00000165230.8	protein_coding
ENSMUSG00000023882	ENSMUSG00000023882.16	ENSMUST00000007884	ENSMUST00000007884.15	protein_coding
ENSMUSG00000023882	ENSMUSG00000023882.16	ENSMUST00000167749	ENSMUST00000167749.2	protein_coding
ENSMUSG00000029671	ENSMUSG00000029671.16	ENSMUST00000128245	ENSMUST00000128245.8	protein_coding
ENSMUSG00000029671	ENSMUSG00000029671.16	ENSMUST00000031681	ENSMUST00000031681.10	protein_coding
ENSMUSG00000029671	ENSMUSG00000029671.16	ENSMUST00000148639	ENSMUST00000148639.2	protein_coding
ENSMUSG00000029671	ENSMUSG00000029671.16	ENSMUST00000176681	ENSMUST00000176681.2	protein_coding
ENSMUSG00000003418	ENSMUSG00000003418.12	ENSMUST00000003509	ENSMUST00000003509.10	protein_coding
ENSMUSG00000003418	ENSMUSG00000003418.12	ENSMUST00000150781	ENSMUST00000150781.2	protein_coding
ENSMUSG00000023892	ENSMUSG00000023892.9	ENSMUST00000039577	ENSMUST00000039577.8	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000159311	ENSMUST00000159311.8	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000162364	ENSMUST00000162364.8	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000162930	ENSMUST00000162930.8	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000027122	ENSMUST00000027122.14	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000161122	ENSMUST00000161122.2	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000162553	ENSMUST00000162553.2	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000159743	ENSMUST00000159743.2	protein_coding
ENSMUSG00000025979	ENSMUSG00000025979.14	ENSMUST00000187422	ENSMUST00000187422.2	protein_coding
ENSMUSG00000017802	ENSMUSG00000017802.15	ENSMUST00000154513	ENSMUST00000154513.8	protein_coding
ENSMUSG00000017802	ENSMUSG00000017802.15	ENSMUST00000017946	ENSMUST00000017946.6	protein_coding
ENSMUSG00000017802	ENSMUSG00000017802.15	ENSMUST00000142733	ENSMUST00000142733.8	protein_coding
ENSMUSG00000017802	ENSMUSG00000017802.15	ENSMUST00000147201	ENSMUST00000147201.2	protein_coding
ENSMUSG00000017802	ENSMUSG00000017802.15	ENSMUST00000107295	ENSMUST00000107295.10	protein_coding
ENSMUSG00000029672	ENSMUSG00000029672.17	ENSMUST00000165576	ENSMUST00000165576.8	protein_coding
ENSMUSG00000029672	ENSMUSG00000029672.17	ENSMUST00000163963	ENSMUST00000163963.8	protein_coding
ENSMUSG00000029672	ENSMUSG00000029672.17	ENSMUST00000081288	ENSMUST00000081288.14	protein_coding
ENSMUSG00000029672	ENSMUSG00000029672.17	ENSMUST00000164669	ENSMUST00000164669.4	protein_coding
ENSMUSG00000029672	ENSMUSG00000029672.17	ENSMUST00000163371	ENSMUST00000163371.8	protein_coding
ENSMUSG00000029672	ENSMUSG00000029672.17	ENSMUST00000168965	ENSMUST00000168965.3	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000038424	ENSMUST00000038424.14	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000148183	ENSMUST00000148183.2	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000146081	ENSMUST00000146081.2	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000118362	ENSMUST00000118362.8	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000145225	ENSMUST00000145225.8	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000131012	ENSMUST00000131012.2	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000155221	ENSMUST00000155221.8	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000147884	ENSMUST00000147884.2	protein_coding
ENSMUSG00000022498	ENSMUSG00000022498.17	ENSMUST00000118679	ENSMUST00000118679.2	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000156547	ENSMUST00000156547.8	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000004094	ENSMUST00000004094.15	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000042122	ENSMUST00000042122.15	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000138488	ENSMUST00000138488.2	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000137493	ENSMUST00000137493.8	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000144659	ENSMUST00000144659.2	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000231481	ENSMUST00000231481.2	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000141381	ENSMUST00000141381.2	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000133984	ENSMUST00000133984.2	protein_coding
ENSMUSG00000003992	ENSMUSG00000003992.16	ENSMUST00000137658	ENSMUST00000137658.2	protein_coding
ENSMUSG00000023932	ENSMUSG00000023932.10	ENSMUST00000024727	ENSMUST00000024727.10	protein_coding
ENSMUSG00000023932	ENSMUSG00000023932.10	ENSMUST00000232900	ENSMUST00000232900.2	protein_coding
ENSMUSG00000023932	ENSMUSG00000023932.10	ENSMUST00000232910	ENSMUST00000232910.2	protein_coding
ENSMUSG00000019916	ENSMUSG00000019916.15	ENSMUST00000009789	ENSMUST00000009789.15	protein_coding
ENSMUSG00000019916	ENSMUSG00000019916.15	ENSMUST00000092512	ENSMUST00000092512.11	protein_coding
ENSMUSG00000019916	ENSMUSG00000019916.15	ENSMUST00000105466	ENSMUST00000105466.3	protein_coding
ENSMUSG00000028690	ENSMUSG00000028690.5	ENSMUST00000030453	ENSMUST00000030453.5	protein_coding
ENSMUSG00000028690	ENSMUSG00000028690.5	ENSMUST00000143330	ENSMUST00000143330.2	protein_coding
ENSMUSG00000023391	ENSMUSG00000023391.9	ENSMUST00000024159	ENSMUST00000024159.8	protein_coding
ENSMUSG00000023391	ENSMUSG00000023391.9	ENSMUST00000134249	ENSMUST00000134249.2	protein_coding
ENSMUSG00000028495	ENSMUSG00000028495.15	ENSMUST00000102814	ENSMUST00000102814.5	protein_coding
ENSMUSG00000028495	ENSMUSG00000028495.15	ENSMUST00000136174	ENSMUST00000136174.8	protein_coding
ENSMUSG00000028495	ENSMUSG00000028495.15	ENSMUST00000123229	ENSMUST00000123229.8	protein_coding
ENSMUSG00000028495	ENSMUSG00000028495.15	ENSMUST00000130001	ENSMUST00000130001.2	protein_coding
ENSMUSG00000023935	ENSMUSG00000023935.11	ENSMUST00000233323	ENSMUST00000233323.2	protein_coding
ENSMUSG00000023935	ENSMUSG00000023935.11	ENSMUST00000233769	ENSMUST00000233769.2	protein_coding
ENSMUSG00000023935	ENSMUSG00000023935.11	ENSMUST00000233553	ENSMUST00000233553.2	protein_coding
ENSMUSG00000023935	ENSMUSG00000023935.11	ENSMUST00000024731	ENSMUST00000024731.9	protein_coding
ENSMUSG00000023935	ENSMUSG00000023935.11	ENSMUST00000233583	ENSMUST00000233583.2	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000133124	ENSMUST00000133124.8	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000152009	ENSMUST00000152009.2	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000112101	ENSMUST00000112101.8	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000028522	ENSMUST00000028522.10	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000238991	ENSMUST00000238991.2	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000155249	ENSMUST00000155249.2	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000155596	ENSMUST00000155596.2	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000126787	ENSMUST00000126787.2	protein_coding
ENSMUSG00000027111	ENSMUSG00000027111.17	ENSMUST00000139760	ENSMUST00000139760.2	protein_coding
ENSMUSG00000023008	ENSMUSG00000023008.19	ENSMUST00000081224	ENSMUST00000081224.14	protein_coding
ENSMUSG00000023008	ENSMUSG00000023008.19	ENSMUST00000120633	ENSMUST00000120633.2	protein_coding
ENSMUSG00000023008	ENSMUSG00000023008.19	ENSMUST00000088233	ENSMUST00000088233.13	protein_coding
ENSMUSG00000023008	ENSMUSG00000023008.19	ENSMUST00000139767	ENSMUST00000139767.2	protein_coding
ENSMUSG00000023008	ENSMUSG00000023008.19	ENSMUST00000140368	ENSMUST00000140368.2	protein_coding
ENSMUSG00000004798	ENSMUSG00000004798.15	ENSMUST00000004920	ENSMUST00000004920.4	protein_coding
ENSMUSG00000004798	ENSMUSG00000004798.15	ENSMUST00000129025	ENSMUST00000129025.8	protein_coding
ENSMUSG00000004798	ENSMUSG00000004798.15	ENSMUST00000157049	ENSMUST00000157049.2	protein_coding
ENSMUSG00000023938	ENSMUSG00000023938.9	ENSMUST00000024733	ENSMUST00000024733.9	protein_coding
ENSMUSG00000023938	ENSMUSG00000023938.9	ENSMUST00000233523	ENSMUST00000233523.2	protein_coding
ENSMUSG00000023938	ENSMUSG00000023938.9	ENSMUST00000233391	ENSMUST00000233391.2	protein_coding
ENSMUSG00000023938	ENSMUSG00000023938.9	ENSMUST00000232693	ENSMUST00000232693.2	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000030452	ENSMUST00000030452.13	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000106462	ENSMUST00000106462.9	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000138305	ENSMUST00000138305.8	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000125671	ENSMUST00000125671.8	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000130828	ENSMUST00000130828.8	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000129624	ENSMUST00000129624.2	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000126197	ENSMUST00000126197.2	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000106463	ENSMUST00000106463.8	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000135499	ENSMUST00000135499.8	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000155391	ENSMUST00000155391.8	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000124628	ENSMUST00000124628.8	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000134192	ENSMUST00000134192.2	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000156206	ENSMUST00000156206.2	protein_coding
ENSMUSG00000028689	ENSMUSG00000028689.15	ENSMUST00000106464	ENSMUST00000106464.3	protein_coding
ENSMUSG00000025978	ENSMUSG00000025978.15	ENSMUST00000027121	ENSMUST00000027121.15	protein_coding
ENSMUSG00000025978	ENSMUSG00000025978.15	ENSMUST00000132055	ENSMUST00000132055.8	protein_coding
ENSMUSG00000025978	ENSMUSG00000025978.15	ENSMUST00000114428	ENSMUST00000114428.3	protein_coding
ENSMUSG00000025978	ENSMUSG00000025978.15	ENSMUST00000133294	ENSMUST00000133294.2	protein_coding
ENSMUSG00000025978	ENSMUSG00000025978.15	ENSMUST00000141107	ENSMUST00000141107.2	protein_coding
ENSMUSG00000023949	ENSMUSG00000023949.8	ENSMUST00000233588	ENSMUST00000233588.2	protein_coding
ENSMUSG00000023949	ENSMUSG00000023949.8	ENSMUST00000113547	ENSMUST00000113547.2	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000063417	ENSMUST00000063417.11	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000234095	ENSMUST00000234095.2	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000234503	ENSMUST00000234503.2	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000234696	ENSMUST00000234696.2	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000234889	ENSMUST00000234889.2	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000235036	ENSMUST00000235036.2	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000235069	ENSMUST00000235069.2	protein_coding
ENSMUSG00000024097	ENSMUSG00000024097.12	ENSMUST00000234577	ENSMUST00000234577.2	protein_coding
ENSMUSG00000020340	ENSMUSG00000020340.17	ENSMUST00000093166	ENSMUST00000093166.11	protein_coding
ENSMUSG00000020340	ENSMUSG00000020340.17	ENSMUST00000142017	ENSMUST00000142017.2	protein_coding
ENSMUSG00000020340	ENSMUSG00000020340.17	ENSMUST00000129474	ENSMUST00000129474.2	protein_coding
ENSMUSG00000020340	ENSMUSG00000020340.17	ENSMUST00000165599	ENSMUST00000165599.9	protein_coding
ENSMUSG00000020340	ENSMUSG00000020340.17	ENSMUST00000093165	ENSMUST00000093165.12	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000131610	ENSMUST00000131610.8	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000029814	ENSMUST00000029814.10	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000140893	ENSMUST00000140893.8	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000144654	ENSMUST00000144654.2	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000123061	ENSMUST00000123061.2	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000134095	ENSMUST00000134095.2	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000140496	ENSMUST00000140496.8	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000147872	ENSMUST00000147872.8	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000130147	ENSMUST00000130147.8	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000134478	ENSMUST00000134478.2	protein_coding
ENSMUSG00000028164	ENSMUSG00000028164.16	ENSMUST00000153412	ENSMUST00000153412.2	protein_coding
ENSMUSG00000024231	ENSMUSG00000024231.16	ENSMUST00000025073	ENSMUST00000025073.12	protein_coding
ENSMUSG00000024231	ENSMUSG00000024231.16	ENSMUST00000080089	ENSMUST00000080089.11	protein_coding
ENSMUSG00000024231	ENSMUSG00000024231.16	ENSMUST00000234843	ENSMUST00000234843.2	protein_coding
ENSMUSG00000024231	ENSMUSG00000024231.16	ENSMUST00000162301	ENSMUST00000162301.8	protein_coding
ENSMUSG00000024231	ENSMUSG00000024231.16	ENSMUST00000161317	ENSMUST00000161317.2	protein_coding
ENSMUSG00000024231	ENSMUSG00000024231.16	ENSMUST00000234414	ENSMUST00000234414.2	protein_coding
ENSMUSG00000024231	ENSMUSG00000024231.16	ENSMUST00000159443	ENSMUST00000159443.2	protein_coding
ENSMUSG00000026246	ENSMUSG00000026246.13	ENSMUST00000027455	ENSMUST00000027455.13	protein_coding
ENSMUSG00000026246	ENSMUSG00000026246.13	ENSMUST00000188310	ENSMUST00000188310.2	protein_coding
ENSMUSG00000026246	ENSMUSG00000026246.13	ENSMUST00000190082	ENSMUST00000190082.2	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000219263	ENSMUST00000219263.2	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000070663	ENSMUST00000070663.6	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000219759	ENSMUST00000219759.2	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000218773	ENSMUST00000218773.2	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000219068	ENSMUST00000219068.2	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000218161	ENSMUST00000218161.2	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000219653	ENSMUST00000219653.2	protein_coding
ENSMUSG00000019907	ENSMUSG00000019907.11	ENSMUST00000219559	ENSMUST00000219559.2	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000105853	ENSMUST00000105853.10	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000097844	ENSMUST00000097844.9	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000102544	ENSMUST00000102544.9	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000126641	ENSMUST00000126641.2	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000030438	ENSMUST00000030438.15	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000154447	ENSMUST00000154447.2	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000129718	ENSMUST00000129718.2	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000149878	ENSMUST00000149878.8	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000129198	ENSMUST00000129198.2	protein_coding
ENSMUSG00000028676	ENSMUSG00000028676.18	ENSMUST00000142002	ENSMUST00000142002.2	protein_coding
ENSMUSG00000021620	ENSMUSG00000021620.5	ENSMUST00000022120	ENSMUST00000022120.5	protein_coding
ENSMUSG00000021620	ENSMUSG00000021620.5	ENSMUST00000161337	ENSMUST00000161337.2	protein_coding
ENSMUSG00000021620	ENSMUSG00000021620.5	ENSMUST00000159214	ENSMUST00000159214.2	protein_coding
ENSMUSG00000020671	ENSMUSG00000020671.10	ENSMUST00000021001	ENSMUST00000021001.10	protein_coding
ENSMUSG00000028033	ENSMUSG00000028033.17	ENSMUST00000029667	ENSMUST00000029667.13	protein_coding
ENSMUSG00000028033	ENSMUSG00000028033.17	ENSMUST00000115300	ENSMUST00000115300.8	protein_coding
ENSMUSG00000028033	ENSMUSG00000028033.17	ENSMUST00000173058	ENSMUST00000173058.8	protein_coding
ENSMUSG00000028033	ENSMUSG00000028033.17	ENSMUST00000174183	ENSMUST00000174183.8	protein_coding
ENSMUSG00000028033	ENSMUSG00000028033.17	ENSMUST00000173404	ENSMUST00000173404.2	protein_coding
ENSMUSG00000028033	ENSMUSG00000028033.17	ENSMUST00000115299	ENSMUST00000115299.8	protein_coding
ENSMUSG00000028033	ENSMUSG00000028033.17	ENSMUST00000134505	ENSMUST00000134505.2	protein_coding
ENSMUSG00000020668	ENSMUSG00000020668.11	ENSMUST00000220210	ENSMUST00000220210.2	protein_coding
ENSMUSG00000020668	ENSMUSG00000020668.11	ENSMUST00000020999	ENSMUST00000020999.7	protein_coding
ENSMUSG00000020668	ENSMUSG00000020668.11	ENSMUST00000219895	ENSMUST00000219895.2	protein_coding
ENSMUSG00000020668	ENSMUSG00000020668.11	ENSMUST00000218952	ENSMUST00000218952.2	protein_coding
ENSMUSG00000020668	ENSMUSG00000020668.11	ENSMUST00000217891	ENSMUST00000217891.2	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000162812	ENSMUST00000162812.8	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000161273	ENSMUST00000161273.8	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000161938	ENSMUST00000161938.8	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000159628	ENSMUST00000159628.8	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000161479	ENSMUST00000161479.2	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000159010	ENSMUST00000159010.2	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000159677	ENSMUST00000159677.8	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000161530	ENSMUST00000161530.2	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000161644	ENSMUST00000161644.3	protein_coding
ENSMUSG00000029406	ENSMUSG00000029406.16	ENSMUST00000086123	ENSMUST00000086123.11	protein_coding
ENSMUSG00000023947	ENSMUSG00000023947.9	ENSMUST00000024742	ENSMUST00000024742.9	protein_coding
ENSMUSG00000023947	ENSMUSG00000023947.9	ENSMUST00000233929	ENSMUST00000233929.2	protein_coding
ENSMUSG00000023947	ENSMUSG00000023947.9	ENSMUST00000233379	ENSMUST00000233379.2	protein_coding
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSMUST00000026142	ENSMUST00000026142.8	protein_coding
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSMUST00000153386	ENSMUST00000153386.8	protein_coding
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSMUST00000139375	ENSMUST00000139375.8	protein_coding
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSMUST00000133982	ENSMUST00000133982.2	protein_coding
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSMUST00000141702	ENSMUST00000141702.2	protein_coding
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSMUST00000138731	ENSMUST00000138731.2	protein_coding
ENSMUSG00000025151	ENSMUSG00000025151.17	ENSMUST00000138146	ENSMUST00000138146.2	protein_coding
ENSMUSG00000021621	ENSMUSG00000021621.16	ENSMUST00000022121	ENSMUST00000022121.13	protein_coding
ENSMUSG00000021621	ENSMUSG00000021621.16	ENSMUST00000070886	ENSMUST00000070886.9	protein_coding
ENSMUSG00000021621	ENSMUSG00000021621.16	ENSMUST00000178637	ENSMUST00000178637.8	protein_coding
ENSMUSG00000021621	ENSMUSG00000021621.16	ENSMUST00000178084	ENSMUST00000178084.2	protein_coding
ENSMUSG00000021621	ENSMUSG00000021621.16	ENSMUST00000179368	ENSMUST00000179368.2	protein_coding
ENSMUSG00000005846	ENSMUSG00000005846.13	ENSMUST00000119953	ENSMUST00000119953.2	protein_coding
ENSMUSG00000005846	ENSMUSG00000005846.13	ENSMUST00000129962	ENSMUST00000129962.2	protein_coding
ENSMUSG00000005846	ENSMUSG00000005846.13	ENSMUST00000230002	ENSMUST00000230002.2	protein_coding
ENSMUSG00000005846	ENSMUSG00000005846.13	ENSMUST00000124454	ENSMUST00000124454.2	protein_coding
ENSMUSG00000005846	ENSMUSG00000005846.13	ENSMUST00000230232	ENSMUST00000230232.2	protein_coding
ENSMUSG00000023944	ENSMUSG00000023944.15	ENSMUST00000024739	ENSMUST00000024739.14	protein_coding
ENSMUSG00000023944	ENSMUSG00000023944.15	ENSMUST00000145205	ENSMUST00000145205.2	protein_coding
ENSMUSG00000023944	ENSMUSG00000023944.15	ENSMUST00000165127	ENSMUST00000165127.8	protein_coding
ENSMUSG00000023944	ENSMUSG00000023944.15	ENSMUST00000166469	ENSMUST00000166469.8	protein_coding
ENSMUSG00000023944	ENSMUSG00000023944.15	ENSMUST00000146770	ENSMUST00000146770.8	protein_coding
ENSMUSG00000023944	ENSMUSG00000023944.15	ENSMUST00000163966	ENSMUST00000163966.8	protein_coding
