Gene stable ID,Mouse gene stable ID,Mouse homology type,Mouse Gene-order conservation score,EuclidDist,EuclidDistNorm,EuclidDistLog,PearDist,TEC,Num Human Dupes,Num Mouse Dupes,Duplicated Species,Human Gene Type,Mouse Gene Type,Parental,Daughter,ID,Label,+/-
ENSG00000139620,ENSMUSG00000022992,ortholog_one2one,100.0,26.82548873872101,0.5905356428991746,3.8851086824792307,0.8427386979361332,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000257987,ENSMUSG00000022993,ortholog_one2one,100.0,25.279834287175785,1.1377299844933617,6.045658369496844,0.8497594815254937,0.4,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000174233,ENSMUSG00000022994,ortholog_one2one,100.0,127.02645318640599,0.42327318980385104,3.591429214606545,0.13395076375320658,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000154380,ENSMUSG00000022995,ortholog_one2one,75.0,103.71057774716009,0.836579555707959,5.0871150544972235,0.904945695284608,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000169884,ENSMUSG00000022996,ortholog_one2one,100.0,15.024878483176726,1.0911471546942337,3.4051294269808388,0.8218702491952641,0.375,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0030182,neuron differentiation,-
ENSG00000125084,ENSMUSG00000022997,ortholog_one2one,100.0,0.5806482701601896,0.4295852201385535,0.5634573944960551,0.11631050191187087,,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0022008, GO:0030182","neurogenesis, neuron differentiation","-, -"
ENSG00000139636,ENSMUSG00000022999,ortholog_one2one,100.0,40.702162845239606,0.5259995639190975,3.201015215096059,0.5237145481113705,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000139549,ENSMUSG00000023000,ortholog_one2one,100.0,2.9636873529156955,0.5226086545398976,1.5226146745105185,0.1472866418545954,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000123416,ENSMUSG00000023004,ortholog_one2one,100.0,476.6564072943803,0.4602161946050519,8.111618559245318,0.2742768014090272,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000110844,ENSMUSG00000023007,ortholog_one2one,100.0,104.12948748631986,0.7588368919389725,4.982791730693674,0.782896836753396,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000161791,ENSMUSG00000023008,ortholog_one2one,75.0,28.85619556134006,0.6927350083187538,2.5803362309721445,0.5864205353872223,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000167566,ENSMUSG00000023009,ortholog_one2one,100.0,26.374230872771925,0.7533494407246296,5.040896876614407,0.6457620117147123,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000139644,ENSMUSG00000023010,ortholog_one2one,100.0,1336.5924438995498,0.612139808590253,4.25214194129217,0.6505898261573964,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000135472,ENSMUSG00000023011,ortholog_one2one,100.0,78.52837929617988,0.05275734457238201,3.9457094195594604,0.0007517377408728931,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000167580,ENSMUSG00000023013,ortholog_one2one,100.0,154.29036972929734,0.003965451009521285,1.3580271790850271,7.359863435363323e-06,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000161800,ENSMUSG00000023015,ortholog_one2one,100.0,51.953892538943734,0.7242678676364523,4.727208669345601,0.5949480890301886,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000110881,ENSMUSG00000023017,ortholog_one2one,100.0,27.46196336203355,0.28502415896795863,2.0329076073859382,0.03598822010841474,0.2,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000066117,ENSMUSG00000023018,ortholog_one2one,100.0,92.51517377246795,0.9472084336206733,5.454877065911722,0.9874827668928717,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007399,nervous system development,-
ENSG00000167588,ENSMUSG00000023019,ortholog_one2one,100.0,490.5551017309606,0.933708184121313,8.146395718371819,0.7415679506436976,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000178449,ENSMUSG00000023020,ortholog_one2one,100.0,116.36390247803925,0.19350738651413615,1.4082738138949842,0.14880332096076698,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000139624,ENSMUSG00000023021,ortholog_one2one,100.0,62.950808213705024,0.42031927458352464,3.7839168871456432,0.2853809921341295,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000050405,ENSMUSG00000023022,ortholog_one2one,100.0,160.2904773103475,0.48922905986333226,3.185634536186731,0.1441021938432846,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000161813,ENSMUSG00000023025,ortholog_one2one,100.0,20.965602152138022,0.45437103405162765,2.1362251675344313,1.150691119940568,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000066084,ENSMUSG00000023026,ortholog_one2one,100.0,14.683345365492658,0.3633273127164853,3.603889968805716,0.12455490096382327,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007399,nervous system development,-
ENSG00000123268,ENSMUSG00000023027,ortholog_one2one,100.0,77.51929954002209,0.49508459140398015,4.661027095431367,0.5766751315460816,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000110911,ENSMUSG00000023030,ortholog_one2one,100.0,99.22830363276013,0.5032954941172545,4.692296752583334,0.628802378490142,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000139610,ENSMUSG00000023031,ortholog_one2one,100.0,112858.33821516095,0.6213066315717936,23.031615278327457,0.09233287125748346,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000050438,ENSMUSG00000023032,ortholog_one2one,100.0,27.131643402967043,0.16317306218495728,3.70468321295958,0.016163245028364526,0.4166666666666667,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0050804,modulation of chemical synaptic transmission,-
ENSG00000196876,ENSMUSG00000023033,ortholog_one2one,100.0,88.37385145037649,0.18182459203707907,3.37130701837646,0.007149342552415838,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000123358,ENSMUSG00000023034,ortholog_one2one,100.0,373.0217492886759,1.0855314120062431,9.380574539475475,1.17235903789357,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0007165","regulation of DNA-templated transcription, signal transduction","-, +"
ENSG00000242419,ENSMUSG00000023036,ortholog_one2one,100.0,73.25358830836313,0.20800682715472743,5.668985052201512,0.029323464784170916,0.35714285714285715,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007399,nervous system development,-
ENSG00000135480,ENSMUSG00000023039,ortholog_one2one,100.0,111.827862598147,0.931223855666292,7.591997396912287,0.7212223084462535,0.07142857142857142,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000170465,ENSMUSG00000023041,ortholog_many2many,50.0,320.61352000267885,0.37113137623995407,4.892306174232255,0.07469527313497348,0.25,3.0,3,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000185479,ENSMUSG00000023041,ortholog_many2many,50.0,396.7308983042468,0.371346572792581,5.249681426438074,0.07490029134880516,0.25,3.0,3,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000205420,ENSMUSG00000023041,ortholog_many2many,50.0,3621.641761641107,0.37088005833690507,8.805536990450827,0.0746213816560406,0.3,3.0,3,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000111057,ENSMUSG00000023043,ortholog_one2one,100.0,533.8154086633969,0.8014374444656739,5.853887512833066,0.7238879530065654,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000139631,ENSMUSG00000023044,ortholog_one2one,100.0,304.7308292338172,0.7299571964409405,4.718944578649113,0.41329266526166086,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000167780,ENSMUSG00000023045,ortholog_one2one,100.0,17.956213707380588,0.37224499248086107,3.0434480859386968,0.05982955920191435,0.3333333333333333,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000167779,ENSMUSG00000023046,ortholog_one2one,100.0,229.29404038871306,0.4822099724801725,5.7303579256909964,0.16850100528552514,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000135409,ENSMUSG00000023047,ortholog_one2one,100.0,36.54847472115313,1.3562391140805248,5.872141214713258,1.1571114351399596,1.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000139625,ENSMUSG00000023050,ortholog_one2one,100.0,49.99825314346806,0.6652997552552125,4.618775747310132,0.19832515103381787,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0080090,regulation of primary metabolic process,-
ENSG00000139546,ENSMUSG00000023051,ortholog_one2one,100.0,32.98608294699617,0.623652887366169,3.9548051938219717,1.2413435960158035,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0080090,regulation of primary metabolic process,-
ENSG00000139574,ENSMUSG00000023052,ortholog_one2one,100.0,22.4357688907972,0.5698171735338678,4.192459509246922,0.6645840840516608,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000012822,ENSMUSG00000023055,ortholog_one2one,100.0,108.2907824995786,0.6165561570932013,3.7141657299635495,0.6281568367267452,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000145384,ENSMUSG00000023057,ortholog_one2one,75.0,594.9956284878604,0.6573629914807059,11.194498309830923,0.25495352819331785,0.4375,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000173267,ENSMUSG00000023064,ortholog_one2one,100.0,141.6356123124296,0.4755201649400874,2.9968842743980413,0.13597738012616922,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000176225,ENSMUSG00000023066,ortholog_one2one,100.0,4.372612096901321,0.6467401554537785,2.1036625317661697,0.6958607975997735,0.1875,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000124762,ENSMUSG00000023067,ortholog_one2one,100.0,281.72417809433335,0.5857546049838075,6.200271007215249,0.18034583252604142,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000153989,ENSMUSG00000023068,ortholog_one2one,100.0,224.0129216711038,0.7724769793420031,6.373040134885186,1.0119710230376056,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000130988,ENSMUSG00000023070,ortholog_one2one,100.0,1329.6305505628313,0.4082359287713141,7.649402158564921,0.026647833628219764,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000121289,ENSMUSG00000023072,ortholog_one2one,100.0,46.71262312913587,0.32085805666939465,4.999688466117138,0.2191119490117568,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000125255,ENSMUSG00000023073,ortholog_one2one,50.0,74.98746577841571,0.44685804256958084,7.928740819208951,0.11867993709340519,0.3333333333333333,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000101928,ENSMUSG00000023074,ortholog_one2one,50.0,31.45011852955094,0.3186759389212945,3.594943289426767,0.29307509361863426,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000174574,ENSMUSG00000023075,ortholog_one2one,100.0,50.3727085904235,0.41414121502187995,2.7412502800710707,0.4327351001970199,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000156234,ENSMUSG00000023078,ortholog_one2one,100.0,25.18135549184956,1.1557007424442867,4.935740857137749,1.044067982673372,0.325,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0006952, GO:0060326, GO:0007165","defense response, cell chemotaxis, signal transduction","+, +, +"
ENSG00000006704,ENSMUSG00000023079,ortholog_one2one,100.0,83.7177265734373,0.5642436006868589,5.199856383484879,0.5064088880461812,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000160838,ENSMUSG00000023084,ortholog_one2one,100.0,3.2343918551901454,0.897610762058519,2.0223725357466984,0.736953836042614,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000151014,ENSMUSG00000023087,ortholog_one2one,100.0,87.29401294500362,1.0029512741395825,7.702777207656389,1.4070259582528637,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000103222,ENSMUSG00000023088,ortholog_one2one,50.0,19.57021351138017,0.23901406146869653,2.9017249348272043,0.06246498429171021,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0006805, GO:0060326, GO:0006749","xenobiotic metabolic process, cell chemotaxis, glutathione metabolic process","+, +, +"
ENSG00000128609,ENSMUSG00000023089,ortholog_one2one,100.0,1055.3729005387293,0.4290143418543936,10.199493756727259,0.4299940831566098,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000022267,ENSMUSG00000023092,ortholog_one2many,100.0,971.9032558508541,0.44252867859268147,4.117286590421705,0.15107543435391313,0.0,1.0,2,Mouse,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000148450,ENSMUSG00000023094,ortholog_one2one,100.0,53.448094141775336,0.49573866231595687,2.2120223037100466,0.3935904634726859,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000049541,ENSMUSG00000023104,ortholog_one2one,100.0,156.5998886637592,0.5412615488306521,6.162234947418163,0.9230430812658806,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000139726,ENSMUSG00000023106,ortholog_one2one,100.0,149.89044493160063,0.3614444742519027,4.182080600980732,0.6153766517899393,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000100462,ENSMUSG00000023110,ortholog_one2one,100.0,69.66759534824416,0.593406506737163,3.5530544211913186,0.8330299239060381,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000125755,ENSMUSG00000023118,ortholog_one2one,100.0,151.32120853491887,0.5372751877277048,4.54499094182337,0.7004475230604924,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000198203,ENSMUSG00000023122,ortholog_one2one,50.0,219.94143936306935,0.4536230566257506,4.5263032659149465,0.13729512063623905,0.1,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000145649,ENSMUSG00000023132,ortholog_one2one,75.0,39.14235824681355,1.2316979976850713,4.490588738265835,1.3118119363196377,0.26666666666666666,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000115386,ENSMUSG00000023140,ortholog_one2many,25.0,62494.74704634107,0.013885236987426415,9.118296448942331,9.07078407343942e-05,0.0625,1.0,2,Mouse,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000103174,ENSMUSG00000023143,ortholog_one2one,75.0,28.841383424738652,0.5274719493136177,3.1026804795813145,0.7132559186816405,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000182093,ENSMUSG00000023147,ortholog_one2one,100.0,43.71767923654153,0.33388243588266964,2.5096040814729634,0.027571072264965912,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000116679,ENSMUSG00000023150,ortholog_one2one,100.0,996.3095253769527,0.6446784612394203,9.228884584308485,0.7520480035688046,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000214954,ENSMUSG00000023151,ortholog_one2one,100.0,0.9844365530837605,0.8861440423605783,1.006442238250162,1.2190073315634264,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000178821,ENSMUSG00000023153,ortholog_one2one,100.0,90.37483167136418,1.3969666472411804,7.806901564180579,1.2206991846687996,0.4107142857142857,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000163684,ENSMUSG00000023156,ortholog_one2one,100.0,85.01746234499946,0.2264338288671016,7.576453998965048,0.3095289625254778,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000126752,ENSMUSG00000023165,ortholog_many2many,50.0,0.025094221631255614,,0.03299846203155375,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000165583,ENSMUSG00000023165,ortholog_many2many,0.0,0.06120942142818776,,0.08557430682091247,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000165584,ENSMUSG00000023165,ortholog_many2many,0.0,0.015091315173542888,,0.017439707488712528,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000187754,ENSMUSG00000023165,ortholog_many2many,0.0,0.0026295593936163206,,0.0036766043263578977,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000241476,ENSMUSG00000023165,ortholog_many2many,0.0,0.003387599252240827,,0.0042656481468930545,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000268009,ENSMUSG00000023165,ortholog_many2many,50.0,0.002821588940768741,,0.003838737155488089,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000268447,ENSMUSG00000023165,ortholog_many2many,0.0,0.00238812107631847,,0.003108651669736531,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000269791,ENSMUSG00000023165,ortholog_many2many,0.0,0.003601321072697846,,0.0047253191214056914,,,8.0,13,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000111371,ENSMUSG00000023169,ortholog_one2one,100.0,109.96522489599141,1.005542955889574,6.477908203154731,0.9135107252542201,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000132522,ENSMUSG00000023170,ortholog_one2one,100.0,94.14490419215205,0.49182784195920287,3.9538251495510015,0.5470034507233026,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000172270,ENSMUSG00000023175,ortholog_one2one,100.0,897.3915679402454,0.1536660554299748,2.5488313109411442,0.06143718816237298,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0046718,symbiont entry into host cell,+
ENSG00000178772,ENSMUSG00000023176,ortholog_one2one,100.0,97.44146415770882,0.10539231858295484,4.498940744911444,0.006487591208198085,0.5,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000110002,ENSMUSG00000023186,ortholog_one2many,0.0,66.7453770503776,0.49865339344172543,5.101859285326784,0.4534141420061959,0.0,1.0,2,Mouse,protein_coding,protein_coding,False,True,nan,nan,nan
ENSG00000110811,ENSMUSG00000023191,ortholog_one2one,100.0,36.43460088679909,0.5884851965302137,2.9824951078415385,0.40829120692339993,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000164082,ENSMUSG00000023192,ortholog_one2one,100.0,28.15632138247104,0.15840039495145916,2.6541776169871354,0.0018338135504794018,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0033554, GO:0007165","cellular response to stress, signal transduction","-, +"
ENSG00000134470,ENSMUSG00000023206,ortholog_one2one,100.0,45.44928027924761,0.4758139057490007,4.183150561368933,0.5158672070164614,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000148386,ENSMUSG00000023210,ortholog_one2one,100.0,0.29711585635694343,,0.37646390656829276,,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000166947,ENSMUSG00000023216,ortholog_one2one,100.0,0.8030343296438457,0.7972970330512926,0.863991354251705,0.6134833929087963,,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0000902,cell morphogenesis,-
ENSG00000149131,ENSMUSG00000023224,ortholog_one2one,100.0,746.7177753420184,0.4710315000296222,4.150082229905616,0.23863876864901612,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000168528,ENSMUSG00000023232,ortholog_one2one,100.0,217.6497704001546,0.9831382249640878,6.950661914584259,0.8778233937320159,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000166922,ENSMUSG00000023236,ortholog_one2one,75.0,195.37478486407474,0.36081041443899364,5.684177577011265,0.07195107798975464,0.22619047619047616,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000164626,ENSMUSG00000023243,ortholog_one2one,25.0,51.73610946951802,0.5404306505913495,4.472224575399332,0.2220180087190533,0.07142857142857142,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000197273,ENSMUSG00000023247,ortholog_one2one,100.0,2781.883785509273,0.003342164151103001,4.702693382192481,5.5106397851556466e-06,0.4,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000041880,ENSMUSG00000023249,ortholog_one2one,100.0,59.3812345116779,0.6638784461310338,2.9513915662936236,0.6508941554815285,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000225697,ENSMUSG00000023259,ortholog_one2one,100.0,41.780105643652014,0.5988857649941319,3.1620276139223447,0.6545951918536146,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000243989,ENSMUSG00000023262,ortholog_one2one,100.0,127.14553784126281,0.6311257681321238,3.47002782628337,0.338470954500688,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000137218,ENSMUSG00000023266,ortholog_one2one,100.0,12.764121318099725,0.39867438886941353,2.9093329078118257,0.1313627355973338,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000111886,ENSMUSG00000023267,ortholog_one2one,100.0,3.241631931177013,0.804443413618635,2.115741988543258,0.9858950638176953,0.4666666666666667,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000184164,ENSMUSG00000023272,ortholog_one2one,100.0,74.36309743608022,0.38732960695802116,2.4064208012158828,0.6588250075702028,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000010610,ENSMUSG00000023274,ortholog_one2one,100.0,280.8502092625309,1.3105928347288816,7.786031872725837,1.2624604105925616,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0046718, GO:0007165","symbiont entry into host cell, signal transduction","+, +"
ENSG00000247596,ENSMUSG00000023277,ortholog_one2one,100.0,196.51414581802513,0.7617069513968532,3.7128129923344537,0.49552375481160704,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000130385,ENSMUSG00000023279,ortholog_one2one,75.0,0.36091229569815375,0.891473830021502,0.44980644594040453,0.586349637466832,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000196458,ENSMUSG00000023284,ortholog_one2one,50.0,9.614409116773905,0.6606112487396882,2.49869997155321,0.48901805485302563,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000160087,ENSMUSG00000023286,ortholog_one2one,100.0,62.61317201534552,0.43917467440137964,2.8467735302709793,0.539332595156548,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000198060,ENSMUSG00000023307,ortholog_one2one,100.0,150.30487357887267,0.366720720992973,5.844979576865106,0.6236163209078073,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000087085,ENSMUSG00000023328,ortholog_one2one,100.0,82.68647368043393,0.23894129462973313,4.661485171753992,0.03937777803693998,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007399,nervous system development,-
ENSG00000104047,ENSMUSG00000023330,ortholog_one2one,100.0,19.56779361648316,0.6254323553656269,4.01109171674351,1.3046066186012644,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000137270,ENSMUSG00000023333,ortholog_one2one,75.0,0.7025220253737977,0.2572210476533283,0.6243264087769591,0.02164775709416722,,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000103175,ENSMUSG00000023336,ortholog_one2one,100.0,61.846571628153704,0.5657314371461161,3.9792312071323823,0.28690842621509194,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000157601,ENSMUSG00000023341,ortholog_one2many,75.0,31.8894209458667,0.8148435529455484,5.317109754613717,1.319186400182418,0.0625,1.0,2,Mouse,protein_coding,protein_coding,True,False,"GO:0006952, GO:0007165","defense response, signal transduction","+, +"
ENSG00000164087,ENSMUSG00000023345,ortholog_one2one,100.0,24.20017825205761,0.803483595507037,4.617078001279013,1.0381781639989451,0.07142857142857142,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000087077,ENSMUSG00000023348,ortholog_one2one,100.0,133.79810355052808,0.294119457301051,5.956784412307876,0.1484531888915982,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000205846,ENSMUSG00000023349,ortholog_one2one,75.0,24.31617667453183,1.0504029018611183,6.961630647913868,1.4071562985454615,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000133612,ENSMUSG00000023353,ortholog_one2one,100.0,363.22716975674945,0.3748528263005789,4.29491818916095,0.048462635137694,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000002933,ENSMUSG00000023367,ortholog_one2one,75.0,939.8998174366903,1.0268579430265057,3.4848709654687435,0.7753686610240329,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000095981,ENSMUSG00000023387,ortholog_one2one,50.0,5.743227443729087,1.2930943001761006,2.2822841116542536,0.9985483696333296,1.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000115844,ENSMUSG00000023391,ortholog_one2one,100.0,5.257717459464587,0.33634775332974765,1.8790439783868393,0.04981029848596652,,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000101194,ENSMUSG00000023393,ortholog_one2one,100.0,134.94874796228856,1.295225431637088,5.917010430500459,1.0654553327947203,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000196335,ENSMUSG00000023403,ortholog_one2one,100.0,1.1071880626017414,0.7396108382172983,1.1254159946783602,0.1394153402619399,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000100968,ENSMUSG00000023411,ortholog_one2one,100.0,62.00697340239143,0.34193433321844574,5.920664110880948,0.10117198423097706,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
