,Gene stable ID,Mouse gene stable ID,Mouse homology type,Mouse Gene-order conservation score,EuclidDist,EuclidDistNorm,EuclidDistLog,PearDist,TEC,Num Human Dupes,Num Mouse Dupes,Duplicated Species,Human Gene Type,Mouse Gene Type
2373,ENSG00000099994,ENSMUSG00000006342,ortholog_one2one,25.0,106.30195997428191,0.0012592852517639105,3.5041342807337923,0.09429702348494251,0.0625,1.0,1,NA,protein_coding,protein_coding
2374,ENSG00000099998,ENSMUSG00000006344,ortholog_one2one,50.0,104.30271609435032,0.0006143411686397486,9.28971919697933,0.6515832124458802,0.125,1.0,1,NA,protein_coding,protein_coding
2375,ENSG00000100031,ENSMUSG00000006345,ortholog_one2many,50.0,1562.0816640880596,0.01615783043783142,4.512654779050405,0.08934224254837542,0.0,4.0,1,Human,protein_coding,protein_coding
2379,ENSG00000100121,ENSMUSG00000006345,ortholog_one2many,0.0,1615.4007151440562,0.01645431164527728,9.44470121729394,0.010836672524551227,0.5,4.0,1,Human,protein_coding,protein_coding
2383,ENSG00000149435,ENSMUSG00000006345,ortholog_one2many,0.0,1615.5527657098453,0.016455239308760403,9.459300765474255,0.46152549645335983,0.5,4.0,1,Human,protein_coding,protein_coding
2387,ENSG00000274252,ENSMUSG00000006345,ortholog_one2many,0.0,1615.0088460121187,0.016452108769198687,9.13031845515289,0.008536804924162866,0.5,4.0,1,Human,protein_coding,protein_coding
2391,ENSG00000182809,ENSMUSG00000006356,ortholog_one2one,100.0,687.6858121687942,0.0123852771921848,4.294716026582117,0.021672342722477866,0.0,1.0,1,NA,protein_coding,protein_coding
2392,ENSG00000213145,ENSMUSG00000006360,ortholog_one2one,100.0,2247.7095289736094,0.06068173173809928,3.3906851171433536,0.3744076117212872,0.0,1.0,1,NA,protein_coding,protein_coding
2393,ENSG00000129993,ENSMUSG00000006362,ortholog_one2one,100.0,,,,,,1.0,1,NA,protein_coding,
2394,ENSG00000077942,ENSMUSG00000006369,ortholog_one2one,100.0,191.8873767893049,0.0017573408065001163,7.710612622625321,0.12965147048731773,0.0625,1.0,1,NA,protein_coding,protein_coding
2395,ENSG00000101856,ENSMUSG00000006373,ortholog_one2one,100.0,1546.2538825154932,0.022382684810581803,3.7891633224263934,0.17210686972617906,0.0,1.0,1,NA,protein_coding,protein_coding
2396,ENSG00000100116,ENSMUSG00000006378,ortholog_one2one,100.0,66.48220622310092,0.0007146475358998641,3.3334499166808422,0.21991925074467766,0.0,1.0,1,NA,protein_coding,protein_coding
2397,ENSG00000120156,ENSMUSG00000006386,ortholog_one2one,75.0,17.70357609849591,0.0004729694452289787,2.079872745825658,0.23572996350160458,0.0625,1.0,1,NA,protein_coding,protein_coding
2398,ENSG00000117400,ENSMUSG00000006389,ortholog_one2one,100.0,1.6403240319431456,1.5619423706236072e-05,1.6645144762383717,0.729742609207745,0.0,1.0,1,NA,protein_coding,protein_coding
2399,ENSG00000066322,ENSMUSG00000006390,ortholog_one2one,100.0,319.65781123670433,0.007081391220996757,4.600135622608789,0.06808347247680169,0.0,1.0,1,NA,protein_coding,protein_coding
2400,ENSG00000159479,ENSMUSG00000006392,ortholog_one2one,100.0,109.36067517244155,0.0026873284021887967,2.0745813753163342,0.48599521668746815,0.0,1.0,1,NA,protein_coding,protein_coding
2401,ENSG00000117399,ENSMUSG00000006398,ortholog_one2one,100.0,55.973419727562884,0.0011704570350266794,3.2845715536701108,0.5254266227414859,0.1875,1.0,1,NA,protein_coding,protein_coding
2402,ENSG00000158859,ENSMUSG00000006403,ortholog_one2one,100.0,47.505031677426324,0.00088443147491058,6.998201415724347,1.2127577034468806,0.1875,1.0,1,NA,protein_coding,protein_coding
2403,ENSG00000143217,ENSMUSG00000006411,ortholog_one2one,100.0,40.90876651710845,0.0012972791583405342,3.6283198810481223,0.006591601279882564,0.1875,1.0,1,NA,protein_coding,protein_coding
2404,ENSG00000143256,ENSMUSG00000006412,ortholog_one2one,100.0,67.94830521277424,0.004912744087122448,5.499921112240331,0.0874902677175936,0.0,1.0,1,NA,protein_coding,protein_coding
2405,ENSG00000124226,ENSMUSG00000006418,ortholog_one2one,100.0,92.82238765970024,0.0029532244935921146,4.768065803026723,0.7808002966091079,0.0,1.0,1,NA,protein_coding,protein_coding
2406,ENSG00000018610,ENSMUSG00000006423,ortholog_one2one,100.0,14.993103039576258,0.0006603769684078167,2.6261125977414275,0.43117154603689367,0.0,1.0,1,NA,protein_coding,protein_coding
2407,ENSG00000107954,ENSMUSG00000006435,ortholog_one2one,100.0,61.44602192020008,0.002534248434814424,4.913395185703059,0.10943636016568126,0.1875,1.0,1,NA,protein_coding,protein_coding
2408,ENSG00000116649,ENSMUSG00000006442,ortholog_one2one,100.0,104.28395927229168,0.0019046959092566935,6.7089963762481295,1.1242084305341415,0.0,1.0,1,NA,protein_coding,protein_coding
2409,ENSG00000142627,ENSMUSG00000006445,ortholog_one2one,100.0,68.16252867023847,0.0004585484006620359,6.478096333547536,0.07594215624558776,0.0625,1.0,1,NA,protein_coding,protein_coding
2410,ENSG00000239306,ENSMUSG00000006456,ortholog_one2one,100.0,34.388975575533095,0.0011360937539727199,4.146349408439372,0.6088559375081797,0.0,1.0,1,NA,protein_coding,protein_coding
2411,ENSG00000248746,ENSMUSG00000006457,ortholog_one2one,100.0,436.55544432114516,0.008068929536399374,6.139489736807723,0.4568605159763304,0.375,1.0,1,NA,protein_coding,protein_coding
2412,ENSG00000174165,ENSMUSG00000006463,ortholog_one2one,100.0,28.172125058544466,0.0009190059723791671,2.438023514410475,0.6465595012821433,0.0625,1.0,1,NA,protein_coding,protein_coding
2413,ENSG00000174483,ENSMUSG00000006464,ortholog_one2one,100.0,42.36229576205205,0.0006007865304849393,7.303401496804244,0.5347240379011501,0.125,1.0,1,NA,protein_coding,protein_coding
2414,ENSG00000198569,ENSMUSG00000006469,ortholog_one2one,100.0,87.76031188533335,0.0009534887260440509,1.9361248660808885,0.01646701583443355,0.0625,1.0,1,NA,protein_coding,protein_coding
2415,ENSG00000188566,ENSMUSG00000006471,ortholog_one2one,100.0,61.057268957239486,0.0016467560656285372,2.9057633119227515,0.34713557120561056,0.0,1.0,1,NA,protein_coding,protein_coding
2416,ENSG00000165802,ENSMUSG00000006476,ortholog_one2one,100.0,203.39993943912305,0.01104461053558588,5.317752318687315,0.02706683346932759,0.0,1.0,1,NA,protein_coding,protein_coding
2417,ENSG00000172179,ENSMUSG00000006488,ortholog_one2many,0.0,20.301450256727257,0.0001546682675439617,5.548049872081221,0.8597626452544462,0.5,1.0,26,Mouse,protein_coding,protein_coding
2443,ENSG00000172179,ENSMUSG00000006490,ortholog_one2many,0.0,20.301450256727257,0.0001546682675439617,5.548049872081221,0.8597626452544462,0.5,1.0,26,Mouse,protein_coding,protein_coding
2469,ENSG00000152256,ENSMUSG00000006494,ortholog_one2one,100.0,108.77613835870137,0.0018921312421278761,4.378017869684744,0.21348270041334416,0.0,1.0,1,NA,protein_coding,protein_coding
2470,ENSG00000011304,ENSMUSG00000006498,ortholog_one2one,100.0,269.1346156718832,0.007744549667868118,5.754504518600627,0.576487009847749,0.0,1.0,1,NA,protein_coding,protein_coding
2471,ENSG00000167508,ENSMUSG00000006517,ortholog_one2one,100.0,,,,,,1.0,1,NA,protein_coding,
2472,ENSG00000051523,ENSMUSG00000006519,ortholog_one2one,100.0,,,,,,1.0,1,NA,protein_coding,
2473,ENSG00000162267,ENSMUSG00000006522,ortholog_one2one,100.0,569.1339065622592,0.0030696410563789906,5.757116278324327,0.02334629461500415,0.1875,1.0,1,NA,protein_coding,protein_coding
2474,ENSG00000213533,ENSMUSG00000006526,ortholog_one2one,100.0,26.106238374397975,0.000874394901967943,3.3980847559241316,0.8960968885951865,0.0,1.0,1,NA,protein_coding,protein_coding
2475,ENSG00000163935,ENSMUSG00000006527,ortholog_one2one,100.0,19.016790087775018,0.0005616752493077874,2.6365034265895972,1.6279936886405428,0.0625,1.0,1,NA,protein_coding,protein_coding
2476,ENSG00000055957,ENSMUSG00000006529,ortholog_one2one,100.0,364.0206148214321,0.0014549047941120174,4.0239109451145545,8.203291350872277e-05,0.0625,1.0,1,NA,protein_coding,protein_coding
2477,ENSG00000163501,ENSMUSG00000006538,ortholog_one2one,100.0,78.17200366671923,0.002399569381459058,1.2299154393668086,0.15292502881360015,0.0,1.0,1,NA,protein_coding,protein_coding
2478,ENSG00000115592,ENSMUSG00000006542,ortholog_one2one,100.0,25.799787279804306,0.0004735956665246433,3.585405245670522,0.9067389052221657,0.1875,1.0,1,NA,protein_coding,protein_coding
2479,ENSG00000163499,ENSMUSG00000006546,ortholog_one2one,100.0,12.168203090323502,8.827310213152814e-05,3.8171886201186536,1.3644688227499047,0.3125,1.0,1,NA,protein_coding,protein_coding
2480,ENSG00000123191,ENSMUSG00000006567,ortholog_one2one,50.0,5.792891271616487,3.655475504860127e-05,3.0972859309645426,0.5559123151273146,0.25,1.0,1,NA,protein_coding,protein_coding
2481,ENSG00000004939,ENSMUSG00000006574,ortholog_one2one,100.0,12.24893183085583,4.325845229633162e-05,2.2768938396829466,0.0006205411575042064,0.0625,1.0,1,NA,protein_coding,protein_coding
2482,ENSG00000108309,ENSMUSG00000006575,ortholog_one2one,100.0,262.1147168179941,0.012842964078085767,2.756890779282803,0.00024545357770910936,0.125,1.0,1,NA,protein_coding,protein_coding
2483,ENSG00000114923,ENSMUSG00000006576,ortholog_one2one,100.0,102.31304323997118,0.003361264206663147,3.8279152602125084,0.24125474710123695,0.0625,1.0,1,NA,protein_coding,protein_coding
2484,ENSG00000167513,ENSMUSG00000006585,ortholog_one2one,100.0,,,,,,1.0,1,NA,protein_coding,
2485,ENSG00000079102,ENSMUSG00000006586,ortholog_one2one,100.0,9.055852987467253,0.00036820142470380025,2.857321348595632,0.296651610671399,0.0625,1.0,1,NA,protein_coding,protein_coding
2486,ENSG00000185669,ENSMUSG00000006587,ortholog_one2one,100.0,,,,,,1.0,1,NA,protein_coding,
2487,ENSG00000198931,ENSMUSG00000006589,ortholog_one2one,100.0,,,,,,1.0,1,NA,protein_coding,
2488,ENSG00000110768,ENSMUSG00000006599,ortholog_one2one,100.0,66.93353153121478,0.0017962228036959565,1.924130170301518,0.531283389397118,0.0,1.0,1,NA,protein_coding,protein_coding
2489,ENSG00000010704,ENSMUSG00000006611,ortholog_one2one,75.0,72.64637198375107,0.0010396071070755597,3.5247291117547883,0.786702981508069,0.0625,1.0,1,NA,protein_coding,protein_coding
2490,ENSG00000143994,ENSMUSG00000006638,ortholog_one2one,100.0,18.676390334885877,0.00047887959670342623,2.608707441402171,0.961302611633045,0.1875,1.0,1,NA,protein_coding,protein_coding
2491,ENSG00000138074,ENSMUSG00000006641,ortholog_one2one,100.0,119.56859965474632,0.00099354749472876,7.605427052440201,1.32444397078091,0.0625,1.0,1,NA,protein_coding,protein_coding
2492,ENSG00000163792,ENSMUSG00000006642,ortholog_one2one,100.0,27.612076668800768,0.0002841770271632969,2.767912734977691,0.27073411896521593,0.1875,1.0,1,NA,protein_coding,protein_coding
2493,ENSG00000161270,ENSMUSG00000006649,ortholog_one2one,100.0,23.20101270259128,7.582294943236692e-05,2.9382066884726217,0.04586911280301642,0.0625,1.0,1,NA,protein_coding,protein_coding
2494,ENSG00000105290,ENSMUSG00000006651,ortholog_one2one,100.0,870.659637214861,0.03334840559497003,4.059564802764393,0.002768346471772376,0.0,1.0,1,NA,protein_coding,protein_coding
2495,ENSG00000198218,ENSMUSG00000006673,ortholog_one2one,100.0,99.01067111482385,0.0030063925065473922,2.8589853044935776,0.7071312348289545,0.0,1.0,1,NA,protein_coding,protein_coding
2496,ENSG00000178467,ENSMUSG00000006675,ortholog_one2one,100.0,62.88113884619959,0.0023346515172432743,6.827422814535711,0.19791860142811668,0.125,1.0,1,NA,protein_coding,protein_coding
2497,ENSG00000172046,ENSMUSG00000006676,ortholog_one2one,100.0,258.9967566480168,0.006624388090103734,2.5615495525937346,0.5729538106256578,0.0,1.0,1,NA,protein_coding,protein_coding
2498,ENSG00000101868,ENSMUSG00000006678,ortholog_one2one,100.0,12.003159801408875,0.00026542102495432523,1.6228592877200267,0.6102665860392222,0.0625,1.0,1,NA,protein_coding,protein_coding
2499,ENSG00000070831,ENSMUSG00000006699,ortholog_one2one,100.0,701.9999261582609,0.016628855805336077,5.14807638020812,0.38483721830401363,0.0,1.0,1,NA,protein_coding,protein_coding
2500,ENSG00000160199,ENSMUSG00000006705,ortholog_one2one,100.0,27.931176941592515,0.000620415243101296,2.5463545453967438,0.8165457532429625,0.0625,1.0,1,NA,protein_coding,protein_coding
2501,ENSG00000137261,ENSMUSG00000006711,ortholog_one2one,100.0,12.72129277788749,0.000584680039036731,2.1253109494780564,0.026549874686727315,0.25,1.0,1,NA,protein_coding,protein_coding
2502,ENSG00000112312,ENSMUSG00000006715,ortholog_one2one,100.0,89.24477941531556,0.0014183583751843653,4.606701567094871,1.6113150867485402,0.0,1.0,1,NA,protein_coding,protein_coding
2503,ENSG00000112304,ENSMUSG00000006717,ortholog_one2one,100.0,649.8925386461488,0.008974711328709396,4.905709785508853,0.30751638016740657,0.0,1.0,1,NA,protein_coding,protein_coding
2504,ENSG00000111012,ENSMUSG00000006724,ortholog_one2one,100.0,14.050478176979377,4.897150095324383e-05,3.527134556664799,0.03645107854838325,0.1875,1.0,1,NA,protein_coding,protein_coding
2505,ENSG00000135446,ENSMUSG00000006728,ortholog_one2one,100.0,367.00008569519554,0.007783971940178487,2.296263420920574,0.6255490952886671,0.0,1.0,1,NA,protein_coding,protein_coding
2506,ENSG00000135454,ENSMUSG00000006731,ortholog_one2one,100.0,140.81499321675008,0.003444910286433122,4.248736811426702,0.38486882221523144,0.1875,1.0,1,NA,protein_coding,protein_coding
2507,ENSG00000037897,ENSMUSG00000006732,ortholog_one2one,100.0,30.36915097519529,0.0008409770443338221,1.7168477921501004,0.5019321179403495,0.0,1.0,1,NA,protein_coding,protein_coding
2508,ENSG00000135452,ENSMUSG00000006736,ortholog_one2one,100.0,268.89607202304086,0.004453523342704585,2.4544777825283903,1.30213473164596,0.0,1.0,1,NA,protein_coding,protein_coding
2509,ENSG00000170759,ENSMUSG00000006740,ortholog_one2one,75.0,139.18557074482663,0.0059087238194877705,4.730191516619463,0.279314809262883,0.0,1.0,1,NA,protein_coding,protein_coding
2510,ENSG00000166788,ENSMUSG00000006763,ortholog_one2one,100.0,10.946202716804834,0.00017251862060343892,3.7590829760707583,0.7276847899942536,0.0625,1.0,1,NA,protein_coding,protein_coding
2511,ENSG00000139287,ENSMUSG00000006764,ortholog_one2one,100.0,9.611459794862926,0.0002795071408328399,2.288235162710927,0.012993479221122706,0.0625,1.0,1,NA,protein_coding,protein_coding
2512,ENSG00000108244,ENSMUSG00000006777,ortholog_one2one,100.0,226.4615667106936,0.0037760224873902067,4.157631774362179,0.4316194254598308,0.3125,1.0,1,NA,protein_coding,protein_coding
2513,ENSG00000173786,ENSMUSG00000006782,ortholog_one2one,100.0,301.762827744638,0.013656874095963964,5.229005707571567,0.027381522938617953,0.0,1.0,1,NA,protein_coding,protein_coding
2514,ENSG00000204815,ENSMUSG00000006784,ortholog_one2one,100.0,2.9967870353581874,8.622936260720445e-05,1.4387012487961535,0.528272889674902,0.0,1.0,1,NA,protein_coding,protein_coding
2515,ENSG00000196562,ENSMUSG00000006800,ortholog_one2one,100.0,65.27661935816407,0.002128515702624684,5.365036411616923,0.6487417982674479,0.125,1.0,1,NA,protein_coding,protein_coding
2516,ENSG00000291237,ENSMUSG00000006818,ortholog_one2one,50.0,184.14413726865791,0.0033863379523338313,6.562465409309227,0.9649368594599359,0.0,1.0,1,NA,protein_coding,protein_coding
2517,ENSG00000113119,ENSMUSG00000006850,ortholog_one2one,100.0,17.17649330345013,0.0006056460429572137,3.294807000889485,0.7803276129620818,0.0,1.0,1,NA,protein_coding,protein_coding
2518,ENSG00000124356,ENSMUSG00000006906,ortholog_one2one,50.0,56.268202087897286,0.0015218128946161973,2.1560310245121075,0.22449961008804487,0.0,1.0,1,NA,protein_coding,protein_coding
2519,ENSG00000108799,ENSMUSG00000006920,ortholog_one2one,75.0,28.282554909997504,0.0017434706197796777,5.042309970065787,0.11369717488671327,0.0,1.0,1,NA,protein_coding,protein_coding
2520,ENSG00000173805,ENSMUSG00000006930,ortholog_one2one,100.0,185.03342968999954,0.005597619572309034,2.666563492495764,0.015531876226117625,0.1875,1.0,1,NA,protein_coding,protein_coding
2521,ENSG00000141696,ENSMUSG00000006931,ortholog_one2one,100.0,59.10319679062941,0.0012073290913955615,2.3349305819048096,0.8033436540700007,0.0,1.0,1,NA,protein_coding,protein_coding
2522,ENSG00000168036,ENSMUSG00000006932,ortholog_one2one,100.0,907.4755672753007,0.02318632319681432,1.7737769256164386,0.14520433853028925,0.0,1.0,1,NA,protein_coding,protein_coding
2523,ENSG00000114784,ENSMUSG00000006941,ortholog_one2one,100.0,177.1842393264727,0.006407277289394937,6.033761774196365,0.47247850033558914,0.0,1.0,1,NA,protein_coding,protein_coding
2524,ENSG00000167749,ENSMUSG00000006948,ortholog_one2one,100.0,1.476129326490744,1.4278842357959786e-05,1.3520743893143425,1.2284896493413684,0.0625,1.0,1,NA,protein_coding,protein_coding
2525,ENSG00000090539,ENSMUSG00000006958,ortholog_one2one,100.0,154.0359373947295,0.0011111524635556654,10.044960625631077,0.958417521860781,0.0625,1.0,1,NA,protein_coding,protein_coding
2526,ENSG00000175166,ENSMUSG00000006998,ortholog_one2one,100.0,95.32334318432666,0.0045613179320407125,5.166251823300394,0.2944116812040021,0.0,1.0,1,NA,protein_coding,protein_coding
2527,ENSG00000127561,ENSMUSG00000007021,ortholog_one2one,100.0,113.0894522793208,0.004970062517935,2.2852790917981403,0.0014434306787518558,0.0625,1.0,1,NA,protein_coding,protein_coding
2528,ENSG00000204394,ENSMUSG00000007029,ortholog_one2one,100.0,131.80436017103256,0.00327803313595732,3.5041007481846607,0.9400479111168412,0.0,1.0,1,NA,protein_coding,protein_coding
2529,ENSG00000204396,ENSMUSG00000007030,ortholog_one2one,100.0,9.490814006921253,0.0001421017614883236,3.9694859956840323,1.0245312789792802,0.375,1.0,1,NA,protein_coding,protein_coding
2530,ENSG00000204390,ENSMUSG00000007033,ortholog_one2one,100.0,11.471528943399562,0.00027335990962124783,1.951641020264024,0.5597792313349994,0.125,1.0,1,NA,protein_coding,protein_coding
2531,ENSG00000204385,ENSMUSG00000007034,ortholog_one2one,100.0,333.45807978055444,0.010718310581204107,2.6565154538454845,0.2389508176139823,0.125,1.0,1,NA,protein_coding,protein_coding
2532,ENSG00000204410,ENSMUSG00000007035,ortholog_one2one,100.0,12.421542598296737,0.00010107729512636128,4.244590635131942,0.9893608038970293,0.0625,1.0,1,NA,protein_coding,protein_coding
2533,ENSG00000204427,ENSMUSG00000007036,ortholog_one2one,100.0,146.1657043587027,0.0047293426122117215,3.3421474410256033,0.49233719766708217,0.0,1.0,1,NA,protein_coding,protein_coding
2534,ENSG00000204386,ENSMUSG00000007038,ortholog_one2one,100.0,335.31706626018996,0.005762703355132611,2.9793437305111667,0.19100990049168276,0.0,1.0,1,NA,protein_coding,protein_coding
2535,ENSG00000213722,ENSMUSG00000007039,ortholog_one2one,75.0,111.28301544094225,0.0008281985225897658,7.097474385757861,0.5244644223750982,0.0,1.0,1,NA,protein_coding,protein_coding
2536,ENSG00000213719,ENSMUSG00000007041,ortholog_one2one,100.0,214.90374192398264,0.007459458183985285,6.656960812309576,0.2587174916985363,0.0,1.0,1,NA,protein_coding,protein_coding
2537,ENSG00000204392,ENSMUSG00000007050,ortholog_one2one,100.0,62.40582244925998,0.001260487087296396,4.720901896233615,0.8834313061074196,0.0,1.0,1,NA,protein_coding,protein_coding
2538,ENSG00000177084,ENSMUSG00000007080,ortholog_one2one,100.0,27.205650554188132,0.00021402377337339073,6.4530002851294395,1.1253436465017468,0.25,1.0,1,NA,protein_coding,protein_coding
2539,ENSG00000018625,ENSMUSG00000007097,ortholog_one2one,100.0,399.0523939943959,0.017227728720559908,4.4525595663014474,0.07965773057276238,0.0,1.0,1,NA,protein_coding,protein_coding
2540,ENSG00000132681,ENSMUSG00000007107,ortholog_one2one,75.0,0.2301927070270611,4.421557339574006e-06,0.31330734988589437,0.5343947095089996,0.0,1.0,1,NA,protein_coding,protein_coding
2541,ENSG00000143318,ENSMUSG00000007122,ortholog_one2one,100.0,432.45824910742607,0.008039460220723197,4.402726868829292,0.9091801754289999,0.1875,1.0,1,NA,protein_coding,protein_coding
2542,ENSG00000106089,ENSMUSG00000007207,ortholog_one2one,100.0,145.5700075217694,0.005974271048211797,4.055814322554193,0.012615102225862929,0.125,1.0,1,NA,protein_coding,protein_coding
2543,ENSG00000007129,ENSMUSG00000007209,ortholog_one2many,0.0,1.9773220583772901,1.54612255754799e-05,1.9219119525454131,0.8558488943426159,0.125,1.0,2,Mouse,protein_coding,protein_coding
2545,ENSG00000175356,ENSMUSG00000007279,ortholog_one2one,100.0,24.89912485809993,0.00021470960867444613,4.8790683079330215,1.2339640184149885,0.1875,1.0,1,NA,protein_coding,protein_coding
2546,ENSG00000149792,ENSMUSG00000007338,ortholog_one2one,100.0,51.66788680616988,0.001609861975178238,4.722186294741074,0.7226585910444985,0.0,1.0,1,NA,protein_coding,protein_coding
2547,ENSG00000175984,ENSMUSG00000007379,ortholog_one2one,100.0,26.081433839520102,0.0005763241171064558,1.8383619764313344,0.017748507402368885,0.125,1.0,1,NA,protein_coding,protein_coding
2548,ENSG00000075413,ENSMUSG00000007411,ortholog_one2one,75.0,79.08610681203747,0.002043703714958253,2.1190214505783205,0.5474788414310351,0.0,1.0,1,NA,protein_coding,protein_coding
2549,ENSG00000157259,ENSMUSG00000007415,ortholog_one2one,100.0,239.52316852869836,0.004875213703222459,2.5052076892623254,0.8845101789411665,0.0,1.0,1,NA,protein_coding,protein_coding
2550,ENSG00000204967,ENSMUSG00000007440,ortholog_one2many,0.0,5.315894751230692,0.00015826775051769887,1.5893611807962096,0.4786041636458458,0.0625,1.0,2,Mouse,protein_coding,protein_coding
2552,ENSG00000003056,ENSMUSG00000007458,ortholog_one2one,100.0,155.4036635291789,0.0037061475259307472,3.119262053349273,0.7975162054137015,0.0,1.0,1,NA,protein_coding,protein_coding
2553,ENSG00000136802,ENSMUSG00000007476,ortholog_one2one,100.0,47.58011406144668,0.0006725727340219805,6.0038258741371635,0.3302059408465623,0.0625,1.0,1,NA,protein_coding,protein_coding
2554,ENSG00000176136,ENSMUSG00000007480,ortholog_one2one,75.0,0.43891497607838653,1.4405785567038855e-05,0.3306053104526576,0.3710176087159215,0.0,1.0,1,NA,protein_coding,protein_coding
2555,ENSG00000105568,ENSMUSG00000007564,ortholog_one2one,50.0,444.1821206546169,0.01448818581000553,3.4782550084402017,0.2370416016032565,0.0,1.0,1,NA,protein_coding,protein_coding
2556,ENSG00000112039,ENSMUSG00000007570,ortholog_one2one,100.0,50.6438966365524,0.0012214185365081336,2.641077588259212,0.3013179327421279,0.0,1.0,1,NA,protein_coding,protein_coding
2557,ENSG00000092330,ENSMUSG00000007589,ortholog_one2one,100.0,86.24357085295426,0.0006904236738044918,6.92371945026925,0.8647760107588316,0.0,1.0,1,NA,protein_coding,protein_coding
2558,ENSG00000139908,ENSMUSG00000007591,ortholog_one2one,100.0,3.5684408444063935,7.501932300505983e-05,2.385539488980704,0.46799879977517567,0.375,1.0,1,NA,protein_coding,protein_coding
2559,ENSG00000187664,ENSMUSG00000007594,ortholog_one2one,100.0,79.07125782780054,0.0026720736310618413,2.611231708896808,0.11331691970470104,0.125,1.0,1,NA,protein_coding,protein_coding
2560,ENSG00000141994,ENSMUSG00000007603,ortholog_one2one,75.0,61.75586341549754,0.0020196515862836214,3.947965689156974,1.2832127684652308,0.0,1.0,1,NA,protein_coding,protein_coding
2561,ENSG00000130299,ENSMUSG00000007610,ortholog_one2one,100.0,23.649957673376655,0.0008386169794042163,3.120643217618386,1.0954782481004972,0.0,1.0,1,NA,protein_coding,protein_coding
2562,ENSG00000106799,ENSMUSG00000007613,ortholog_one2one,100.0,33.07631709873883,0.0007036448957685207,2.5180086649280473,0.8036098884045677,0.0,1.0,1,NA,protein_coding,protein_coding
2563,ENSG00000152413,ENSMUSG00000007617,ortholog_one2one,100.0,177.31288406259418,0.005295527380499966,2.9325535198169304,0.18871592009521387,0.125,1.0,1,NA,protein_coding,protein_coding
2564,ENSG00000108384,ENSMUSG00000007646,ortholog_one2one,100.0,3.6428930515593625,0.0001769817216108871,1.3276167172946278,0.21552240788425214,0.0625,1.0,1,NA,protein_coding,protein_coding
2565,ENSG00000145864,ENSMUSG00000007653,ortholog_one2one,100.0,89.62508272820078,0.0030486742263995045,0.4303257098793266,6.017642369127163e-05,0.0,1.0,1,NA,protein_coding,protein_coding
2566,ENSG00000105974,ENSMUSG00000007655,ortholog_one2one,100.0,165.00924540563966,0.0036788797106654383,4.688687685392795,0.15729486525505199,0.0,1.0,1,NA,protein_coding,protein_coding
2567,ENSG00000128989,ENSMUSG00000007656,ortholog_one2one,100.0,606.0520682823037,0.015196140561551455,2.1686530149339553,0.2636829244730605,0.0,1.0,1,NA,protein_coding,protein_coding
2568,ENSG00000171552,ENSMUSG00000007659,ortholog_one2one,100.0,117.05306726728578,0.003966333823865318,5.8810146509931265,0.7734741728426441,0.0,1.0,1,NA,protein_coding,protein_coding
2569,ENSG00000088247,ENSMUSG00000007670,ortholog_one2one,100.0,91.39728122724979,0.0016094914791674277,7.281800421594187,0.6231793318432064,0.0,1.0,1,NA,protein_coding,protein_coding
2570,ENSG00000211448,ENSMUSG00000007682,ortholog_one2one,100.0,36.3701993309497,0.0010546551161221603,3.2352647674510693,0.6069041090732892,0.125,1.0,1,NA,protein_coding,protein_coding
2571,ENSG00000007080,ENSMUSG00000007721,ortholog_one2one,100.0,73.05958278286879,0.003779289544105631,5.711148382165363,0.26363792131398245,0.0,1.0,1,NA,protein_coding,protein_coding
2572,ENSG00000115484,ENSMUSG00000007739,ortholog_one2one,100.0,281.17034471410983,0.007613985917600489,3.181335769435234,0.7382082517139961,0.0,1.0,1,NA,protein_coding,protein_coding
2573,ENSG00000169169,ENSMUSG00000007783,ortholog_one2one,100.0,32.355464208838775,0.001794357652108182,2.3863287809684266,0.0016894337106658774,0.125,1.0,1,NA,protein_coding,protein_coding
2574,ENSG00000233608,ENSMUSG00000007805,ortholog_one2one,100.0,22.021329060173493,0.0002121616776210045,4.378659399302206,0.5572547636768125,0.25,1.0,1,NA,protein_coding,protein_coding
2575,ENSG00000197343,ENSMUSG00000007812,ortholog_one2one,75.0,47.02807000647075,0.0010552653553739166,4.720515168076295,1.1934393098736396,0.0,1.0,1,NA,protein_coding,protein_coding
2576,ENSG00000067560,ENSMUSG00000007815,ortholog_one2one,100.0,144.86051233499416,0.004620145394281579,6.098766956938435,0.30583185493820664,0.0,1.0,1,NA,protein_coding,protein_coding
2577,ENSG00000108175,ENSMUSG00000007817,ortholog_one2one,100.0,57.86945870428159,0.0022964866241707,4.133382656948652,0.2662948680840065,0.0625,1.0,1,NA,protein_coding,protein_coding
2578,ENSG00000161618,ENSMUSG00000007833,ortholog_one2one,100.0,36.4638669135975,0.00102696490086522,4.381618408496879,0.4975324158036054,0.0,1.0,1,NA,protein_coding,protein_coding
2579,ENSG00000177733,ENSMUSG00000007836,ortholog_one2one,50.0,201.22513249397056,0.00496382002783132,2.62741623397978,0.7497914344237073,0.0,1.0,1,NA,protein_coding,protein_coding
2580,ENSG00000126460,ENSMUSG00000007837,ortholog_one2one,100.0,75.99704374186398,0.0015795278727894439,3.1438989313051393,0.44383892774793643,0.125,1.0,1,NA,protein_coding,protein_coding
